sub,lPPC_spaceloc,lAPC_spaceloc,lAPC_distloc,lAPC_toolloc,rPPC_spaceloc,rAPC_spaceloc,rAPC_distloc,rAPC_toolloc
1001.0,-0.006308042795362222,-0.000279423837744466,0.01095641412118625,0.011279851643423081,0.005497253144930059,0.021402501102181178,0.01992382240261658,0.022815834897551988
1002.0,0.009519492565228707,0.014268999709764908,0.012942700150307858,0.01870022405672319,0.0047799477698388035,0.0218904283283051,0.01322294452775723,0.023581264153598246
1003.0,0.010340994779548434,0.004322169810337761,0.008571758749561637,0.008529551039902538,0.01624230599183771,0.019592940415723105,0.0109008042550174,0.031595043225035084
1004.0,0.01536065787955614,0.014979976979786232,0.0017567044155232497,0.002415114663599811,0.009073999370903713,9.672282567940083e-05,0.002886605548415896,0.0009578934950403795
1005.0,0.006443378214052612,0.004703815693670234,0.004991033352519038,0.009194015810438954,0.011870224623723924,-0.0012420484046357263,-7.277588264969187e-05,0.0020662504379372173
1006.0,0.01328316557767866,0.018099545951465987,0.010883952988784683,0.015993989216290812,0.019022365033375316,0.035061480931698266,0.03412108259933332,0.0060102594043916595
1007.0,-0.008648545828535092,0.007988865463258537,-0.005323076285661723,-0.011277080255030924,0.003190325909756182,0.008835629360257561,-0.008873746232941201,0.01682986743302376
1008.0,0.013704252053531988,0.0123547622984865,0.005021470513236571,0.00530713806926568,0.004349385825432635,0.019507838404749463,0.011546494629481152,0.01208731574706233
1009.0,0.023712803433532444,0.013645573208302637,-0.00027675996228097795,0.036779498357524094,0.016096217183363553,0.025306528656980194,0.016457695007453133,0.037411600217937276
1010.0,0.013535480124845423,0.020805037392554137,-0.002596245481989545,-0.02988198036347786,0.013726652612404144,0.015511534851254475,0.014289941081800211,0.010628932540366237
1011.0,0.022969677927367642,0.02051830720032291,0.013018802371612686,0.03222241373255444,0.03490604688516696,0.024179515045888677,0.011833836964269276,0.04603778049374718
1012.0,-0.026665492888477475,0.002938981115734077,0.008958277497824343,0.028885010783640138,0.0422085552341861,0.02712164390574313,0.032376209975153766,0.028921505808357832
2013.0,0.003948655028188536,0.012851671858441093,0.010757698716166445,0.01679110941761771,-0.007649528438807705,0.011230817765550911,0.023097218894432288,
2014.0,0.015133737208995027,0.025939350142412543,0.020586218145149944,0.007444496426895934,0.008614938658239773,0.018233178004411696,0.016633853055261542,
2015.0,0.005464424888048128,0.010190133169435442,0.011033549699955774,0.007028668262424083,0.014859353135714097,0.007197008688683905,0.013843424021137883,
2016.0,0.0254872814898692,0.00681907310278218,0.003790268258061151,-8.435871650634767e-05,0.026023115203830362,0.015484799580151204,0.016760202446839064,
2017.0,0.01181597999642667,0.032462137963808195,-0.002081394915179595,-0.0012795589332048718,0.00961770978547476,0.008701446289094063,0.0045087247256928985,
2018.0,0.024564907523287795,0.023373916436446728,0.006152300162703238,0.01396923918650687,0.017901351390595673,0.022124837768454825,0.004575303945302271,
