sub,lPPC_spaceloc,lPPC_distloc,lAPC_spaceloc,lAPC_distloc,rPPC_spaceloc,rPPC_distloc,rAPC_spaceloc,rAPC_distloc
1001.0,-0.01071589313723897,0.013853231490351278,-0.005523723243315007,0.017863491213272603,0.014312743606215022,0.029637952082933777,0.05222928198222282,0.03843181500344435
1002.0,0.017433056323247112,0.02518392227998025,0.021686456489502532,0.015472414865416268,0.00897308725558536,0.020912281330635905,0.03283891567863438,0.018153602602079835
1003.0,0.014745273454304108,0.020320529871572214,0.0070359877117662315,0.010991727670980788,0.020452007026213945,0.020912728170363073,0.024675004104259816,0.014863720681935574
1004.0,0.04543515886695013,0.00768846543795444,0.04682179661081026,-0.0009451084326467257,0.0325720591661797,0.031949812071934564,0.006259662239044109,0.015529463170130701
1005.0,0.005955549103922006,0.016848656807303825,0.0019889851331733204,0.004029508495926883,0.013147703765983725,0.0005590477626544749,-0.0020100346219674523,-0.008616303895727236
1006.0,0.023038855950707374,0.008108079555642236,0.031111946429477424,0.019853449951856818,0.029497485943698287,0.030569560414896967,0.04255981342036679,0.042760089492655
1007.0,-0.011822860124949335,0.002471822070004916,0.01922336870557236,-0.002221731119428332,0.013000351397003748,0.017564167683728052,0.024781586820985864,-0.007228972490820241
1008.0,0.008495154060487684,0.037769512625488624,0.008809313593359638,0.00014410168223209942,0.0008546573773952756,0.01661157901064046,0.03042701035689421,0.024095782075175064
1009.0,0.0351243671352332,0.007604127325377093,0.017458903928916216,-0.0036646001824513904,0.022284706676462325,0.017390462675145348,0.03851695258897716,0.025724020148274896
1010.0,0.047916891578509674,0.03624664392657012,0.0443799771888856,-0.01069524275845639,0.04678489998355266,0.040180223018661344,0.05342187223346546,0.0475442035025261
1011.0,0.04437840349923456,0.03912921689107396,0.04226666016577294,0.028044417121028592,0.06557345004457212,0.035076805263751044,0.049163560175386985,0.02464822872545723
1012.0,-0.041907092025023046,-0.012100035407877458,0.002016439029214049,0.010258496729088355,0.053605790602162154,0.0026753557415497933,0.03250659610980154,0.04112697076675889
