space,feature,3D,2D,tool,non_tool,distance,luminance
10.357702918194,10.770806238462997,10.427888011002997,6.935660037724401,12.53742897762,9.749483136698004,5.380746085259999,3.855865240998001
8.633232737610003,8.90189977651,7.27174141535,6.852703309164998,9.691801736964997,8.610034538799,1.0431963776894295,0.15133998308238997
9.366444238919303,7.297738211469001,8.148826306537003,4.5395893107086,6.835867379386002,3.4561519069822992,3.8023909065601096,3.2345134550204993
14.064582281269999,14.017557535420005,14.476312999909995,15.255462297659994,13.488241491860999,15.285885141133893,2.76415516271,2.5180592898193006
8.655387969953999,9.494097502496997,8.161050712533202,8.5478036654755,11.775007208896,11.52085788832,-0.40684045499403004,0.7070480342326299
4.310773886166728,3.9118658370130004,5.722616566434999,5.591654930423801,4.642992380559999,4.211754482863101,2.2999621181061993,1.8351354780129991
6.534236766154994,8.09021708029,8.206719968519998,8.021895723329996,9.931206850540999,10.062206063608201,2.9116878047539996,2.299544894457
11.865439903330003,11.931987007629994,13.155064308552005,13.907959550242003,13.194802919842,13.767413145329002,4.8920434622494025,4.7179921949449986
8.571730550775001,8.211124539419002,9.715761063411998,7.530106775260999,10.560391030309997,9.952979242949997,1.5504349172155,1.1069010708802
13.8551811216,13.312090663790002,9.905069097657002,8.577219611251998,13.25061184395,11.212462380409997,3.180205984624,1.8006706483681796
10.74313000949,9.034906450183,8.671480608754,5.167005889608399,10.928352055899998,9.85543074619,2.5135243929296314,0.9139766706908
9.584146933589997,11.192110660170005,7.115380705042002,8.174843544,10.003769905560002,9.540615395940002,2.2840320437486,0.48533745982897997
