,space,feature,3D,2D,distance,luminance,tool,non_tool
0,3.328063714347002,3.4124172136429998,1.8532635236871402,2.9538624693722006,3.209610311396001,1.3738443442223,1.5229989398218,0.49943859534212975
1,14.881683559359999,12.567205485169996,13.727938815637003,15.789614984880002,8.45340317005,5.147144579975003,12.083425933605001,12.100443272669999
2,5.064611690066999,1.6784619100169993,2.483311833315799,-0.2335947224984399,1.4885064344171999,0.47890868804639974,0.5012554837150002,-1.6891867004858998
3,8.097522782177498,6.562915104711703,5.057215872685001,3.8022386370089993,2.861100755436699,1.14382601014683,5.5018699977409,5.062103630809203
4,7.061912372616999,4.315300342759801,2.1319549190932,3.300118496892,0.9392657400434201,0.4282476309411799,6.373590427377701,5.7222570813689995
5,2.0458393093363,0.9764180258074999,2.7600624549806008,3.2052368355830003,2.6236092009174006,2.08288549520248,2.519649989287,2.0195618831552604
6,5.682610027319701,3.6250702264272285,2.7202644655037007,1.3140733172202002,1.5028720695608002,0.7097791889129199,4.2374524018440995,2.8809515344476995
7,4.986604273077003,3.5517309396071983,4.1980828416390015,5.873958234965499,3.4451917466650013,2.5883905793489403,4.419870866832903,4.973037339553401
8,7.851284739916995,2.945477865947999,6.705501996265,5.701293320056303,4.550673487237003,3.4042419337167997,2.2987852930700994,1.717993989633001
9,12.631349414899994,8.7677800682377,7.223571141596003,9.593208905025893,5.651171078476241,3.1697758094302997,6.458076655391596,7.096247123860004
10,3.9299236324729,0.2421454749069399,-1.1085017659703,-2.0487228647236004,3.3450360465268,1.8710620939125002,-0.7849889216083302,-1.9134764296650997
11,6.239399354442001,4.474382360938302,5.734497797509,7.754317295513602,5.744686032699002,3.602883681099099,3.657381020268501,2.9363218024194397
12,,,,,,,,
13,5.916044869783101,4.733059278434699,0.13679757555590005,1.3544243162030998,3.580753520172001,2.1201100309644905,5.445504441824,5.5075290931273
14,9.44228248595,5.9217554352073,9.514832656380001,6.664570844269997,7.252589652580002,3.8677338720426,7.191020330280005,7.412271511780003
15,4.709739276549999,3.3059832223122005,1.4719620398173,3.706184281713789,4.962524285236,3.222415484995701,3.094619553614999,4.337831387913997
16,9.753564194533809,5.9845154328989985,11.944116972761595,9.042829400325003,3.997837842451,1.2479978540435999,5.390535233706,6.279611421269002
17,8.93750303485,5.066928610938998,8.871448358470001,11.065592446069996,6.9009989886857985,5.054724801329001,7.8739224946999995,5.2687458002
