sub,lPPC_spaceloc_space,lPPC_spaceloc_3D,lPPC_spaceloc_tool,lPPC_spaceloc_distance,lAPC_spaceloc_space,lAPC_spaceloc_3D,lAPC_spaceloc_tool,lAPC_spaceloc_distance,lLO_toolloc_space,lLO_toolloc_3D,lLO_toolloc_tool,lLO_toolloc_distance,lPFS_toolloc_space,lPFS_toolloc_3D,lPFS_toolloc_tool,lPFS_toolloc_distance,rPPC_spaceloc_space,rPPC_spaceloc_3D,rPPC_spaceloc_tool,rPPC_spaceloc_distance,rAPC_spaceloc_space,rAPC_spaceloc_3D,rAPC_spaceloc_tool,rAPC_spaceloc_distance,rLO_toolloc_space,rLO_toolloc_3D,rLO_toolloc_tool,rLO_toolloc_distance,rPFS_toolloc_space,rPFS_toolloc_3D,rPFS_toolloc_tool,rPFS_toolloc_distance
1001.0,3.3014244665979997,0.6979293134041,-0.22144206085163012,1.0092481082008002,3.3014244665979997,0.6979293134041,-0.22144206085163012,1.0092481082008002,10.357702918194,10.427888011002997,12.53742897762,5.380746085259999,5.625818193201599,8.551170636937995,9.985544544930999,1.4129011157994007,3.328063714347002,1.8532635236871402,1.5229989398218,3.209610311396001,5.0564512256444,2.6916330952772,3.714206055742998,2.898610232740001,10.125634606237497,11.080884493238603,12.573534797416999,5.465954491904199,3.50186247513897,5.348551746638099,8.120077336549995,1.7505877954498996
1002.0,3.315742231602999,6.301026592492199,4.863688093491702,0.7900243903559797,4.6997859287065,5.399743291812999,4.083470521200962,1.1641225008487706,8.633232737610003,7.27174141535,9.691801736964997,1.0431963776894295,1.866461156011701,2.356879735603801,4.5070671555518995,-0.34875567434879196,14.881683559359999,13.727938815637003,12.083425933605001,8.45340317005,3.475867962242999,3.5847834893872,3.33715433055,4.081223411095301,14.173769834277003,13.409095660803999,15.470960441702998,3.498013499331999,4.406317688319501,4.1239823382950105,7.978274593595001,0.07866492472634001
1003.0,,,,,,,,,9.366444238919303,8.148826306537003,6.835867379386002,3.8023909065601096,5.094565548491999,5.366914045343297,6.559452367908002,-0.28140272564141,5.064611690066999,2.483311833315799,0.5012554837150002,1.4885064344171999,3.6218066633638,3.575290957539599,0.9486007564975,2.1299230602741153,11.285344523656004,8.980052054803998,7.9854250855389965,4.6573002415203995,2.5350559729972013,2.08136628640113,1.5982340919339597,0.7608926955089604
1004.0,2.891937881545299,-1.6473248928140007,0.783836099759,-0.4618689479308001,9.067666550038998,1.5595739593248308,3.6521560884483026,-0.9066910999186004,14.064582281269999,14.476312999909995,13.488241491860999,2.76415516271,10.127178975994998,8.957079117469998,12.424768189860002,1.0565919987412098,8.097522782177498,5.057215872685001,5.5018699977409,2.861100755436699,12.173891140560004,9.005037657250002,8.576854576539002,5.108559399243,13.142715675830003,13.161452633158996,13.182685590019997,3.1056195889396023,7.245242757276999,6.662544269850002,8.682405975895,0.7583138273101
1005.0,1.4010308676377001,-3.321071435537499,0.58426785482193,-1.12379190268286,5.188111365886401,1.6914961310657,5.4138867186436,1.3927457139200998,8.655387969953999,8.161050712533202,11.775007208896,-0.40684045499403004,3.8175697061924,1.9434449569536307,6.073616831367499,-0.11065579376962993,7.061912372616999,2.1319549190932,6.373590427377701,0.9392657400434201,6.420852730725999,-0.6671889190176699,4.061084837031999,1.1416056159506998,13.032708979459,10.389672856360002,14.606298015029997,2.5480838335322007,2.6489292803296007,0.7874387678428999,4.987378801669002,-0.6137234956348
1006.0,1.9667421476650997,0.6105550027708999,1.0545939464940997,2.29998566051446,1.9667421476650997,0.6105550027708999,1.0545939464940997,2.29998566051446,4.310773886166728,5.722616566434999,4.642992380559999,2.2999621181061993,1.3138250103956,2.3824727207087917,2.7199122786209995,1.1669699057822995,2.0458393093363,2.7600624549806008,2.519649989287,2.6236092009174006,4.034986605087497,1.9415735668274003,1.7065523246217997,1.9459915100155003,2.8426594453676994,3.4413449426323,3.892245626635111,0.7446048438193,1.4556176583601,2.2928973506130004,2.4959342840589995,0.20243557579503993
1007.0,9.904904128480004,7.772258146351003,11.45254311202,4.2550027268470005,5.468012263158999,3.7153634859254008,5.784236475231999,1.7114620488779995,6.534236766154994,8.206719968519998,9.931206850540999,2.9116878047539996,0.12005316305837999,1.4859668452772998,6.6943820655499975,1.8884352189452007,5.682610027319701,2.7202644655037007,4.2374524018440995,1.5028720695608002,3.8116373112059985,-0.5206421604830002,1.8018985190004004,1.0437314420700998,9.041525608090007,8.205323585300007,11.576091122319998,3.3884943833579997,3.5922104984174,2.9053885856989496,5.890316471780999,1.5773070359299297
1008.0,,,,,-2.021390090229101,-2.3499788334349994,-0.6693699051455,0.5098238575305996,11.865439903330003,13.155064308552005,13.194802919842,4.8920434622494025,2.2707516227994,2.7465895262280005,5.418598603408002,0.2739829731709901,4.986604273077003,4.1980828416390015,4.419870866832903,3.4451917466650013,5.7694904329479995,1.2352744604240002,2.8777103560082993,5.651732955936998,11.114634211119995,12.727196929429995,12.834994869219999,3.358224928868,0.69384255347009,1.7168893908849798,2.6291939207960984,0.3147367469267898
1009.0,7.745929525543001,7.6114320566739995,4.692961488121002,4.245766625429999,7.815309754103001,7.700606777590001,4.760786685368002,4.015940628977002,8.571730550775001,9.715761063411998,10.560391030309997,1.5504349172155,2.639451566777299,3.0823226916069,4.974593412736972,-0.28517005999563005,7.851284739916995,6.705501996265,2.2987852930700994,4.550673487237003,4.326339937864998,1.7568650459254989,2.5829083876197,0.8241365057698598,8.671708543397,8.943841659159839,9.371510574175199,0.18633459976404,2.9841238264050007,2.352951036212599,4.332230325823002,0.2985841495857
1010.0,3.9834832542049012,2.2606092554943,1.4049704967146,2.2842850059452005,4.779940743582361,3.239468841484702,1.4501204773277998,3.1308682317135004,13.8551811216,9.905069097657002,13.25061184395,3.180205984624,5.841188065418001,5.788448882468,9.991736072680999,0.8634351641283879,12.631349414899994,7.223571141596003,6.458076655391596,5.651171078476241,6.284443696317001,-0.5295945345682999,-0.42765246648413,2.8525897252670007,11.883861559820991,11.481009476239999,11.260090348350007,5.032841988425,5.649015208243001,5.476649092241001,8.681940277399002,0.7568225800529998
