space,feature,3D,2D,tool,non_tool,distance,luminance
5.0564512256444,3.3663526051676915,2.6916330952772,2.2248450168074987,3.714206055742998,1.179679789709,2.898610232740001,1.6535003651224998
3.475867962242999,1.0568639770195374,3.5847834893872,4.8199323972757995,3.33715433055,0.5529629442648003,4.081223411095301,2.0575906405976
3.6218066633638,1.1600992417246998,3.575290957539599,1.3698323599148994,0.9486007564975,-0.8559091197938303,2.1299230602741153,1.20841804850372
12.173891140560004,11.103809041765997,9.005037657250002,9.59102793071,8.576854576539002,6.204720686424,5.108559399243,3.526913339813
6.420852730725999,4.409304400679999,-0.6671889190176699,0.3929595238200199,4.061084837031999,1.2139270409436,1.1416056159506998,0.7652895986030002
4.034986605087497,1.3655784084202,1.9415735668274003,2.596460216687301,1.7065523246217997,1.4629930705731697,1.9459915100155003,1.4781263120306998
3.8116373112059985,1.1919525289539001,-0.5206421604830002,-2.902304863332999,1.8018985190004004,-0.183628588232814,1.0437314420700998,0.39706054988836215
5.7694904329479995,3.7209408135239,1.2352744604240002,4.3576106141809,2.8777103560082993,2.1042723300267996,5.651732955936998,4.3527110998978
4.326339937864998,-0.6061213698647998,1.7568650459254989,-0.8319169562086003,2.5829083876197,2.1369280853914994,0.8241365057698598,0.05598575528870002
6.284443696317001,0.9114855758263107,-0.5295945345682999,0.13875011892090014,-0.42765246648413,-0.4441776323978002,2.8525897252670007,0.6356591164288199
4.911261605582001,0.1965913767228,-2.5914615175477,-2.4422171144442,-0.5112484680749,-2.4471025686489,2.960332473657999,1.2217159519478002
6.367637636130997,3.743211862012899,2.7445651397821003,1.8118190465876003,3.0848733776250197,0.2957616251406003,3.731243291731602,1.6250981023496
