sub,spaceloc_SA_lPPC_lLO,spaceloc_SA_lPPC_rLO,spaceloc_SA_rPPC_lLO,spaceloc_SA_rPPC_rLO,spaceloc_SA_lAPC_lLO,spaceloc_SA_lAPC_rLO,spaceloc_SA_rAPC_lLO,spaceloc_SA_rAPC_rLO,spaceloc_FT_lPPC_lLO,spaceloc_FT_lPPC_rLO,spaceloc_FT_rPPC_lLO,spaceloc_FT_rPPC_rLO,spaceloc_FT_lAPC_lLO,spaceloc_FT_lAPC_rLO,spaceloc_FT_rAPC_lLO,spaceloc_FT_rAPC_rLO,distloc_SA_lPPC_lLO,distloc_SA_lPPC_rLO,distloc_SA_rPPC_lLO,distloc_SA_rPPC_rLO,distloc_SA_lAPC_lLO,distloc_SA_lAPC_rLO,distloc_SA_rAPC_lLO,distloc_SA_rAPC_rLO,distloc_FT_lPPC_lLO,distloc_FT_lPPC_rLO,distloc_FT_rPPC_lLO,distloc_FT_rPPC_rLO,distloc_FT_lAPC_lLO,distloc_FT_lAPC_rLO,distloc_FT_rAPC_lLO,distloc_FT_rAPC_rLO
1001.0,-1.873104295674311,0.7521832656730739,-9.505855251872333,-16.597021913328486,-4.346466861745835,-3.907604069329606,-7.456736746587684,-12.326583418758998,1.730559729632676,0.8683153954482302,-0.9202281727583614,-6.455944607552485,-0.5220698595060365,-0.8701094270310895,0.2861725091291988,-1.6524806277472888,-2.72091173812629,-10.51164386100614,-6.537805886523581,-14.803198551717465,0.333986813348952,-0.3034892558019416,-0.0585060619132383,-1.7115569576738376,1.874557782386208,-3.7966339189725833,0.29357723541466496,-4.108034823588581,0.660963209498592,1.4684163751869166,0.480264759721987,-0.09971999265438733
1002.0,1.7580327972001772,4.237530662172594,1.4027795974522117,6.216128691559913,5.208807860068803,4.892023410816802,7.190719306617824,7.603297510167425,-3.250431662084594,-0.12497101968576724,-4.797583195737776,-1.934317246004252,1.3373689288927295,2.5623081557077865,0.31646183442253223,2.5053018347721734,0.9844602323350942,-0.24975888807121252,0.351609915548605,-1.8186916131199382,0.6037127463069302,3.855427713196744,1.3227187352581045,2.2593720626713663,-0.21561899769574625,-2.3594554239394196,4.336680501521158,-2.1373417987087797,-1.1675399796439652,3.4260792679365197,-3.177939668256281,2.1714872946407895
1003.0,-3.692927530839278,6.82963465447148,3.1867593850215865,15.325557120654999,-7.755749991874324,1.2455348027919146,11.702845736677002,28.652941730860743,-9.556253677139663,1.898911921315617,1.1646831416368704,11.974777732728237,-16.715195423504834,-8.19906791271901,2.110576445754616,10.949602665197169,5.275653540681382,22.803652813514365,-1.8061185290925446,0.6934171287076408,0.5978939550937568,8.71628250836284,23.17445635220996,41.32184222207568,1.232093230934187,14.56336340531806,2.413654919450639,-0.9668718120279174,-7.747597755196334,3.478826349489155,8.265673891217823,31.975810660645543
1004.0,14.004524640863142,9.318415783207849,9.24217204707398,6.835049930358332,20.057374353555716,10.934014496007489,39.705123166307125,33.22347348852802,3.4652496689547903,3.7917137759917634,5.848416308640951,11.484836955097984,6.836654615597567,8.470113428990622,22.935047470584518,31.34334838066788,-0.5343527157427032,-6.253781755609011,-0.9821302699184558,-8.574230467301943,8.786757407984869,-3.8334465107624007,36.049763965416396,36.647365006597674,-1.7408811171156384,-8.616745005802555,-0.2710129399177625,-1.2615696820116997,10.889873277279216,14.50792280841615,15.873279488078982,21.410454124412425
1005.0,1.7256182712314938,-1.4318515140099128,-4.84974611800786,1.5397299568860972,15.471231763522884,15.609482323837783,35.1816589780001,54.2953277707869,-3.481816167183075,-0.6344749155477966,-2.3972957186308577,3.0088804405892793,-3.329686979360624,3.7986031861857583,10.868500384166982,26.09081761840073,12.256851427695318,16.947810636900893,0.3873138373169758,-0.9003736936515447,0.2734508364563915,-7.92909053523229,-1.7922785339128673,-2.9746998737532424,20.597790076608455,23.31364204987055,0.07242363497107007,-0.676839109320945,-3.8280312791533797,-8.253756240904723,0.9577687866223032,0.28327033665906887
1006.0,-2.534170136407468,0.11152058889907472,-1.7978895062832108,1.094036838079001,-2.8357003268218777,0.26968495090326966,-2.5798508090924996,0.754770772952904,-2.0172858903997453,0.6785136098845364,0.5186807722201296,1.2308005402688298,-0.681050405925262,0.49444929804727766,-4.220052100448386,1.9613364632781722,-3.36343017320064,-0.022079675198723375,2.853641362485062,0.32382706749810936,-2.0807709656780706,0.19354314031928072,-2.8409934012727667,1.5857221255447618,-0.5318563914252612,-0.15219455758342684,0.35487864878439196,2.599236720378978,-0.616917931023305,-0.09093537316023956,-0.76134379019056,1.3792221024050126
1007.0,1.857996522296254,0.8517782599900612,1.418916528178326,2.631642655538369,-4.248176364941035,-2.432317904323947,-8.906016404378384,-4.675431370843948,-4.715942405827565,-3.9813369102567036,-0.14280114746724687,0.23738383474373972,-3.7952331246721562,0.3313540960166644,-3.051358790762731,-1.41348277572153,0.15078615482470806,4.5433974752708215,0.43687358097628687,3.7569946553331803,-2.3618141914420017,1.541282696787701,1.1422943560385785,6.393033766593377,-0.9791710876311457,0.6984053069755625,-2.530573657520341,-1.3142347521501314,-1.445463252912981,0.356607666899136,0.062347335210957,0.794420550332216
1008.0,3.95215114632804,1.4774733356273495,9.609627297055933,3.080218418201216,7.552901087399837,-0.9995309576047033,9.191372936192115,-4.251745797183979,-0.06818442642046649,-0.7611270963286333,0.11115954620915956,-3.80949820400578,-2.8112671924207264,-5.621238164970306,-5.891678225198493,-10.311412764040675,0.34174732123329243,-0.562541351663325,3.3902496658599626,2.3197248293677135,4.9601536878332855,-7.514232155307537,8.482998938277724,-7.373580495296466,-1.4052021912768495,0.9766028617272319,-0.0739972494578654,-0.11089441691840965,-4.358955388027255,-10.178400012423118,-2.807128989400157,-8.521488067359149
1009.0,5.724674346132979,2.691219951805393,-1.0323639700013276,0.2884642955272182,0.713830862479798,-2.8468542756096005,12.961356781468131,26.486364040102583,-7.687629759851589,-8.834705415267797,-9.048549208879216,-5.028862275406625,-0.7141944643798867,-0.11501351324786402,11.763602988222651,21.18187331207191,25.92219192217309,27.98457433583447,38.46362114897841,33.49341051530105,23.313575899593594,10.474627330294291,-8.540873327953504,-2.1667162360589676,29.443418838967805,22.948195796519293,39.533584656335826,29.495627820683055,10.803374157663693,3.7842881835092665,-3.3004501129573574,3.2021102660378356
1010.0,7.1567822490209885,10.345440804840573,9.030663295339037,12.975188993232678,-7.426773831115557,-14.00272376778761,1.0284225945092094,-0.7441712886018367,2.3330152712021675,2.7274281994265195,3.1969034997607917,3.6421159723554095,-2.8217731970948026,-1.4204716544863196,0.3761277097645003,0.3940602880954103,10.363961185360544,11.396246776498645,18.75681444515795,25.846561305569626,8.97707824647605,16.047802962290877,17.272026857582297,16.725109353972123,8.691099286209957,6.608284630333661,13.242811718632202,12.64126549103031,15.803860299660464,12.309735553689903,14.88178150691748,7.872730238887622
