,stim1,stim2,similarity
103,boat_5_30.jpg,guitar_4_30.jpg,0.78542674
104,boat_5_30.jpg,guitar_5_30.jpg,0.7548603
105,boat_5_30.jpg,lamp_1_30.jpg,0.8107151
106,boat_5_30.jpg,lamp_2_30.jpg,0.8349587
107,boat_5_30.jpg,lamp_3_30.jpg,0.78386563
108,boat_5_30.jpg,lamp_4_30.jpg,0.74585456
109,boat_5_30.jpg,lamp_5_30.jpg,0.85015637
110,camera_1_30.jpg,camera_2_30.jpg,0.88590556
111,camera_1_30.jpg,camera_3_30.jpg,0.8787874
112,camera_1_30.jpg,camera_4_30.jpg,0.83897704
113,camera_1_30.jpg,camera_5_30.jpg,0.782721
114,camera_1_30.jpg,car_1_30.jpg,0.7399
115,camera_1_30.jpg,car_2_30.jpg,0.7921609
116,camera_1_30.jpg,car_3_30.jpg,0.7866242
117,camera_1_30.jpg,car_4_30.jpg,0.81135464
118,camera_1_30.jpg,car_5_30.jpg,0.7969212
119,camera_1_30.jpg,guitar_1_30.jpg,0.7125297
120,camera_1_30.jpg,guitar_2_30.jpg,0.7191959
121,camera_1_30.jpg,guitar_3_30.jpg,0.7341546
122,camera_1_30.jpg,guitar_4_30.jpg,0.73698664
123,camera_1_30.jpg,guitar_5_30.jpg,0.7096392
124,camera_1_30.jpg,lamp_1_30.jpg,0.75621295
125,camera_1_30.jpg,lamp_2_30.jpg,0.7873709
126,camera_1_30.jpg,lamp_3_30.jpg,0.8435043
127,camera_1_30.jpg,lamp_4_30.jpg,0.78031856
128,camera_1_30.jpg,lamp_5_30.jpg,0.77936167
129,camera_2_30.jpg,camera_3_30.jpg,0.9139811
130,camera_2_30.jpg,camera_4_30.jpg,0.9240173
131,camera_2_30.jpg,camera_5_30.jpg,0.87132573
132,camera_2_30.jpg,car_1_30.jpg,0.8252327
133,camera_2_30.jpg,car_2_30.jpg,0.83430904
134,camera_2_30.jpg,car_3_30.jpg,0.8625414
135,camera_2_30.jpg,car_4_30.jpg,0.8601599
136,camera_2_30.jpg,car_5_30.jpg,0.86322784
137,camera_2_30.jpg,guitar_1_30.jpg,0.7399874
138,camera_2_30.jpg,guitar_2_30.jpg,0.77082765
139,camera_2_30.jpg,guitar_3_30.jpg,0.7823915
140,camera_2_30.jpg,guitar_4_30.jpg,0.7622744
141,camera_2_30.jpg,guitar_5_30.jpg,0.7347574
142,camera_2_30.jpg,lamp_1_30.jpg,0.8289024
143,camera_2_30.jpg,lamp_2_30.jpg,0.79193014
144,camera_2_30.jpg,lamp_3_30.jpg,0.81959486
145,camera_2_30.jpg,lamp_4_30.jpg,0.8114305
146,camera_2_30.jpg,lamp_5_30.jpg,0.7687499
147,camera_3_30.jpg,camera_4_30.jpg,0.8597302
148,camera_3_30.jpg,camera_5_30.jpg,0.8448856
149,camera_3_30.jpg,car_1_30.jpg,0.77777714
150,camera_3_30.jpg,car_2_30.jpg,0.7754172
151,camera_3_30.jpg,car_3_30.jpg,0.8142156
152,camera_3_30.jpg,car_4_30.jpg,0.8174974
153,camera_3_30.jpg,car_5_30.jpg,0.80151623
154,camera_3_30.jpg,guitar_1_30.jpg,0.7124344
155,camera_3_30.jpg,guitar_2_30.jpg,0.73459756
156,camera_3_30.jpg,guitar_3_30.jpg,0.7432594
157,camera_3_30.jpg,guitar_4_30.jpg,0.7399338
158,camera_3_30.jpg,guitar_5_30.jpg,0.70956874
159,camera_3_30.jpg,lamp_1_30.jpg,0.793778
160,camera_3_30.jpg,lamp_2_30.jpg,0.79173046
161,camera_3_30.jpg,lamp_3_30.jpg,0.85033417
162,camera_3_30.jpg,lamp_4_30.jpg,0.80503106
163,camera_3_30.jpg,lamp_5_30.jpg,0.7548198
164,camera_4_30.jpg,camera_5_30.jpg,0.87639177
165,camera_4_30.jpg,car_1_30.jpg,0.78977597
166,camera_4_30.jpg,car_2_30.jpg,0.8177493
167,camera_4_30.jpg,car_3_30.jpg,0.84028685
168,camera_4_30.jpg,car_4_30.jpg,0.8542234
169,camera_4_30.jpg,car_5_30.jpg,0.82096237
170,camera_4_30.jpg,guitar_1_30.jpg,0.6931547
171,camera_4_30.jpg,guitar_2_30.jpg,0.72970843
172,camera_4_30.jpg,guitar_3_30.jpg,0.75476843
173,camera_4_30.jpg,guitar_4_30.jpg,0.72649306
174,camera_4_30.jpg,guitar_5_30.jpg,0.69927585
175,camera_4_30.jpg,lamp_1_30.jpg,0.7731097
176,camera_4_30.jpg,lamp_2_30.jpg,0.7317918
177,camera_4_30.jpg,lamp_3_30.jpg,0.8201113
178,camera_4_30.jpg,lamp_4_30.jpg,0.74769706
179,camera_4_30.jpg,lamp_5_30.jpg,0.7165776
180,camera_5_30.jpg,car_1_30.jpg,0.80026585
181,camera_5_30.jpg,car_2_30.jpg,0.76020926
182,camera_5_30.jpg,car_3_30.jpg,0.8262869
183,camera_5_30.jpg,car_4_30.jpg,0.81808525
184,camera_5_30.jpg,car_5_30.jpg,0.7974237
185,camera_5_30.jpg,guitar_1_30.jpg,0.7034298
186,camera_5_30.jpg,guitar_2_30.jpg,0.7617645
187,camera_5_30.jpg,guitar_3_30.jpg,0.77762735
188,camera_5_30.jpg,guitar_4_30.jpg,0.74063915
189,camera_5_30.jpg,guitar_5_30.jpg,0.71156543
190,camera_5_30.jpg,lamp_1_30.jpg,0.809656
191,camera_5_30.jpg,lamp_2_30.jpg,0.7606657
192,camera_5_30.jpg,lamp_3_30.jpg,0.82273954
193,camera_5_30.jpg,lamp_4_30.jpg,0.75550324
194,camera_5_30.jpg,lamp_5_30.jpg,0.7442011
195,car_1_30.jpg,car_2_30.jpg,0.8445019
196,car_1_30.jpg,car_3_30.jpg,0.8704706
197,car_1_30.jpg,car_4_30.jpg,0.8699632
198,car_1_30.jpg,car_5_30.jpg,0.857439
199,car_1_30.jpg,guitar_1_30.jpg,0.7287814
200,car_1_30.jpg,guitar_2_30.jpg,0.7382105
201,car_1_30.jpg,guitar_3_30.jpg,0.7495841
202,car_1_30.jpg,guitar_4_30.jpg,0.73693293
203,car_1_30.jpg,guitar_5_30.jpg,0.7444937
204,car_1_30.jpg,lamp_1_30.jpg,0.7702211
205,car_1_30.jpg,lamp_2_30.jpg,0.73516315
206,car_1_30.jpg,lamp_3_30.jpg,0.7298888
207,car_1_30.jpg,lamp_4_30.jpg,0.747762
208,car_1_30.jpg,lamp_5_30.jpg,0.729048
209,car_2_30.jpg,car_3_30.jpg,0.8750136
210,car_2_30.jpg,car_4_30.jpg,0.91735053
211,car_2_30.jpg,car_5_30.jpg,0.8865005
212,car_2_30.jpg,guitar_1_30.jpg,0.69481355
213,car_2_30.jpg,guitar_2_30.jpg,0.70678174
214,car_2_30.jpg,guitar_3_30.jpg,0.7251631
215,car_2_30.jpg,guitar_4_30.jpg,0.71488506
216,car_2_30.jpg,guitar_5_30.jpg,0.70016843
217,car_2_30.jpg,lamp_1_30.jpg,0.7252075
218,car_2_30.jpg,lamp_2_30.jpg,0.71646905
219,car_2_30.jpg,lamp_3_30.jpg,0.7226746
220,car_2_30.jpg,lamp_4_30.jpg,0.70594734
221,car_2_30.jpg,lamp_5_30.jpg,0.7084531
222,car_3_30.jpg,car_4_30.jpg,0.8987604
223,car_3_30.jpg,car_5_30.jpg,0.9397352
224,car_3_30.jpg,guitar_1_30.jpg,0.72414243
225,car_3_30.jpg,guitar_2_30.jpg,0.7680376
226,car_3_30.jpg,guitar_3_30.jpg,0.7772406
227,car_3_30.jpg,guitar_4_30.jpg,0.77029365
228,car_3_30.jpg,guitar_5_30.jpg,0.73276234
229,car_3_30.jpg,lamp_1_30.jpg,0.80333525
230,car_3_30.jpg,lamp_2_30.jpg,0.75599635
231,car_3_30.jpg,lamp_3_30.jpg,0.7813936
232,car_3_30.jpg,lamp_4_30.jpg,0.79176164
233,car_3_30.jpg,lamp_5_30.jpg,0.7482867
234,car_4_30.jpg,car_5_30.jpg,0.8940737
235,car_4_30.jpg,guitar_1_30.jpg,0.69908464
236,car_4_30.jpg,guitar_2_30.jpg,0.7237777
237,car_4_30.jpg,guitar_3_30.jpg,0.7348231
238,car_4_30.jpg,guitar_4_30.jpg,0.73815745
239,car_4_30.jpg,guitar_5_30.jpg,0.7064401
240,car_4_30.jpg,lamp_1_30.jpg,0.7627634
241,car_4_30.jpg,lamp_2_30.jpg,0.7231747
242,car_4_30.jpg,lamp_3_30.jpg,0.7623572
243,car_4_30.jpg,lamp_4_30.jpg,0.74913365
244,car_4_30.jpg,lamp_5_30.jpg,0.707919
245,car_5_30.jpg,guitar_1_30.jpg,0.69137245
246,car_5_30.jpg,guitar_2_30.jpg,0.7302513
247,car_5_30.jpg,guitar_3_30.jpg,0.7446827
248,car_5_30.jpg,guitar_4_30.jpg,0.7358244
249,car_5_30.jpg,guitar_5_30.jpg,0.7010603
250,car_5_30.jpg,lamp_1_30.jpg,0.77814376
251,car_5_30.jpg,lamp_2_30.jpg,0.75932264
252,car_5_30.jpg,lamp_3_30.jpg,0.77906036
253,car_5_30.jpg,lamp_4_30.jpg,0.7978993
254,car_5_30.jpg,lamp_5_30.jpg,0.7370695
255,guitar_1_30.jpg,guitar_2_30.jpg,0.93727565
256,guitar_1_30.jpg,guitar_3_30.jpg,0.91667765
257,guitar_1_30.jpg,guitar_4_30.jpg,0.93770516
258,guitar_1_30.jpg,guitar_5_30.jpg,0.9592396
259,guitar_1_30.jpg,lamp_1_30.jpg,0.7867368
260,guitar_1_30.jpg,lamp_2_30.jpg,0.8617591
261,guitar_1_30.jpg,lamp_3_30.jpg,0.72346354
262,guitar_1_30.jpg,lamp_4_30.jpg,0.7463129
263,guitar_1_30.jpg,lamp_5_30.jpg,0.84600043
264,guitar_2_30.jpg,guitar_3_30.jpg,0.9559872
265,guitar_2_30.jpg,guitar_4_30.jpg,0.93966025
266,guitar_2_30.jpg,guitar_5_30.jpg,0.9070897
267,guitar_2_30.jpg,lamp_1_30.jpg,0.82274115
268,guitar_2_30.jpg,lamp_2_30.jpg,0.8741009
269,guitar_2_30.jpg,lamp_3_30.jpg,0.73590976
270,guitar_2_30.jpg,lamp_4_30.jpg,0.7784167
271,guitar_2_30.jpg,lamp_5_30.jpg,0.82130915
272,guitar_3_30.jpg,guitar_4_30.jpg,0.93868124
273,guitar_3_30.jpg,guitar_5_30.jpg,0.90372473
274,guitar_3_30.jpg,lamp_1_30.jpg,0.830286
275,guitar_3_30.jpg,lamp_2_30.jpg,0.88527334
276,guitar_3_30.jpg,lamp_3_30.jpg,0.7556101
277,guitar_3_30.jpg,lamp_4_30.jpg,0.7681192
278,guitar_3_30.jpg,lamp_5_30.jpg,0.8445425
279,guitar_4_30.jpg,guitar_5_30.jpg,0.9374486
280,guitar_4_30.jpg,lamp_1_30.jpg,0.80880815
281,guitar_4_30.jpg,lamp_2_30.jpg,0.87225074
282,guitar_4_30.jpg,lamp_3_30.jpg,0.7550813
283,guitar_4_30.jpg,lamp_4_30.jpg,0.7761625
284,guitar_4_30.jpg,lamp_5_30.jpg,0.8293404
285,guitar_5_30.jpg,lamp_1_30.jpg,0.7981022
286,guitar_5_30.jpg,lamp_2_30.jpg,0.84479827
287,guitar_5_30.jpg,lamp_3_30.jpg,0.72338086
288,guitar_5_30.jpg,lamp_4_30.jpg,0.7586649
289,guitar_5_30.jpg,lamp_5_30.jpg,0.8240585
290,lamp_1_30.jpg,lamp_2_30.jpg,0.84755164
291,lamp_1_30.jpg,lamp_3_30.jpg,0.7736575
292,lamp_1_30.jpg,lamp_4_30.jpg,0.8630416
293,lamp_1_30.jpg,lamp_5_30.jpg,0.8163728
294,lamp_2_30.jpg,lamp_3_30.jpg,0.7783319
295,lamp_2_30.jpg,lamp_4_30.jpg,0.8049716
296,lamp_2_30.jpg,lamp_5_30.jpg,0.8856061
297,lamp_3_30.jpg,lamp_4_30.jpg,0.7855219
298,lamp_3_30.jpg,lamp_5_30.jpg,0.80350167
299,lamp_4_30.jpg,lamp_5_30.jpg,0.75259423
