stim1,stim2,lLO_toolloc,lPFS_toolloc,lPPC_spaceloc,lAPC_spaceloc,lPPC_depthloc,lPPC_distloc,lAPC_depthloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPFS_toolloc,rPPC_spaceloc,rAPC_spaceloc,rPPC_depthloc,rPPC_distloc,rAPC_depthloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc
boat_1,boat_2,1.0868285480196038,0.9166920986508941,0.7545049453532273,1.1634000989122808,0.8873549225484149,1.2104659861515372,0.989637252021025,1.160386414440351,0.9116714015873085,0.9917934528307268,1.155132776653459,1.044571924291612,0.9684373663075879,0.9603697096774898,1.1889646844030934,0.9234805828119454,0.9232017473341849,0.9747882215101658,1.1990015429720742,1.0804304251000207
boat_1,boat_3,0.9445467722503259,0.9590510373023968,1.2766257297251256,1.2495696367712625,0.3194254958653091,1.1720099709144303,0.7985377075886568,1.1326786832446758,1.2258597748554692,1.2840875314792637,0.7496846438091451,1.0046154810279406,0.7383324324821554,1.2892238379781658,0.5232676609968641,0.8377697630469522,0.5153260758708336,1.1177161449012765,1.0654026379828963,1.3246328557206706
boat_1,boat_4,1.0459059209933206,1.1975692449946362,1.1458121270017374,1.298661157862413,1.6975433529712376,0.8777885543902241,1.4531590377178842,1.18699217553388,0.9540761324386833,0.9056958601272169,1.2462577661543288,1.284853573411844,0.8184817656982349,1.0504028555814595,1.1794432020386743,0.9913190587030227,1.0267153734368644,1.139427876259024,1.049643419953902,1.1497409960314962
boat_1,boat_5,0.8927492886339503,0.9517637115905893,0.9453346219786541,1.0395663982975223,1.4485533993638997,0.9649290011580394,0.9941454876930944,1.112658761913203,0.8414385915849132,0.7913425475185353,0.5321862637582597,0.7769632964342325,0.764854348357773,0.6929459311662192,0.8707005007086576,0.7076695088399028,0.8910564517760016,0.9403183128694435,0.5991245121440288,0.7624252748685101
boat_1,camera_1,1.0653904623941672,1.0382334954137784,0.8820255947962358,0.9982650492415798,1.7739870208889617,0.8540920990773182,1.5500527976084368,1.0917034328596023,1.077178789804217,1.0130091822789027,1.1254145430933358,1.189463901882212,1.2395956698705692,1.0663799989029648,1.1737692855784814,0.9799998660632346,1.3455843843814859,1.1153187289425037,1.3301248679656805,1.2031073724020485
boat_1,camera_2,0.8000795376332571,1.0009937692394106,0.8177575332488399,0.7931568642685477,0.3833585308038855,0.754232310481844,0.9640758302840249,0.9350187989626391,0.9943670782692274,0.8172096450785041,0.8657433988627151,0.9803021040474486,0.640863013928539,0.9530522701345739,0.8672014306356173,0.7515815502154992,0.7670515825371255,0.861744467760184,1.234721503894625,0.8411653531126382
boat_1,camera_3,1.0346673758638496,0.8916705209131365,1.165150358562133,1.1353108335312756,0.8044193579086686,1.1096375879871667,0.6739900803214188,1.0811397484336636,0.8182690981676009,0.7616606565638329,0.9844525657803627,0.9442743881922533,1.1195983580422288,1.0147683729903716,1.305826349670324,0.8119684211229302,1.0901663933518337,1.0918152246757664,0.888130178909305,1.1886690159763762
boat_1,camera_4,0.9089908739454584,0.8741587849058549,1.2523426150687957,1.162797811378119,1.1060042290518717,0.7554227555584025,0.7730925205177379,0.846816000034689,0.7858543866026128,0.8717184029232936,0.9788538514771483,1.0698267348501236,0.813038482885032,1.0508572615438267,1.5494309727594826,1.0469311152452572,1.180019044032834,0.7509924843308742,0.7842695978102086,0.89652016636162
boat_1,camera_5,1.0237457286063887,1.1210149874554616,0.966150226511759,0.9823019161222429,1.7684649122488993,1.2208235362010966,0.955547267275111,1.1218653966824341,0.7614597301046923,0.960157516753198,1.164396689041058,1.2569330383873998,0.9642921550332245,1.1614065079507543,0.8273955782795498,0.8417563710372282,1.0022792142751569,0.9192847987236425,0.8793152938142164,1.023155218289931
boat_1,car_1,0.9685146329941519,0.8464209125372278,1.1983979429377531,0.914912347494389,1.2063558414292965,0.9095381886905556,1.07870306525442,0.970523506591202,0.939798912770444,1.110400102755996,1.1021645542131566,1.046658348967008,0.679860549854937,0.8047374687400994,1.145676383053359,0.8707491471572828,0.9439769504221021,0.9691063926232895,1.0501940378449832,0.995254200122487
