stim1,stim2,similarity
boat_3_30.jpg,car_3_30.jpg,0.7953479
boat_3_30.jpg,car_4_30.jpg,0.85828996
boat_3_30.jpg,car_5_30.jpg,0.7913248
boat_3_30.jpg,guitar_1_30.jpg,0.7405657
boat_3_30.jpg,guitar_2_30.jpg,0.72462076
boat_3_30.jpg,guitar_3_30.jpg,0.74509597
boat_3_30.jpg,guitar_4_30.jpg,0.74537826
boat_3_30.jpg,guitar_5_30.jpg,0.73709315
boat_3_30.jpg,lamp_1_30.jpg,0.7573482
boat_3_30.jpg,lamp_2_30.jpg,0.74872595
boat_3_30.jpg,lamp_3_30.jpg,0.7441673
boat_3_30.jpg,lamp_4_30.jpg,0.72671896
boat_3_30.jpg,lamp_5_30.jpg,0.77713346
boat_4_30.jpg,boat_5_30.jpg,0.84005094
boat_4_30.jpg,camera_1_30.jpg,0.8266433
boat_4_30.jpg,camera_2_30.jpg,0.84502524
boat_4_30.jpg,camera_3_30.jpg,0.79812205
boat_4_30.jpg,camera_4_30.jpg,0.843747
boat_4_30.jpg,camera_5_30.jpg,0.83395153
boat_4_30.jpg,car_1_30.jpg,0.81389976
boat_4_30.jpg,car_2_30.jpg,0.7949961
boat_4_30.jpg,car_3_30.jpg,0.8353153
boat_4_30.jpg,car_4_30.jpg,0.8763813
boat_4_30.jpg,car_5_30.jpg,0.8042577
boat_4_30.jpg,guitar_1_30.jpg,0.70944047
boat_4_30.jpg,guitar_2_30.jpg,0.7471338
boat_4_30.jpg,guitar_3_30.jpg,0.7576003
boat_4_30.jpg,guitar_4_30.jpg,0.74581665
boat_4_30.jpg,guitar_5_30.jpg,0.7023078
boat_4_30.jpg,lamp_1_30.jpg,0.79197323
boat_4_30.jpg,lamp_2_30.jpg,0.7342378
boat_4_30.jpg,lamp_3_30.jpg,0.7890391
boat_4_30.jpg,lamp_4_30.jpg,0.74585927
boat_4_30.jpg,lamp_5_30.jpg,0.7547747
boat_5_30.jpg,camera_1_30.jpg,0.79831165
boat_5_30.jpg,camera_2_30.jpg,0.7980822
boat_5_30.jpg,camera_3_30.jpg,0.7889166
boat_5_30.jpg,camera_4_30.jpg,0.74368745
boat_5_30.jpg,camera_5_30.jpg,0.78573173
boat_5_30.jpg,car_1_30.jpg,0.7569197
boat_5_30.jpg,car_2_30.jpg,0.75319403
boat_5_30.jpg,car_3_30.jpg,0.7700451
boat_5_30.jpg,car_4_30.jpg,0.7972485
boat_5_30.jpg,car_5_30.jpg,0.7613218
boat_5_30.jpg,guitar_1_30.jpg,0.75834656
boat_5_30.jpg,guitar_2_30.jpg,0.77472615
boat_5_30.jpg,guitar_3_30.jpg,0.7769538
boat_5_30.jpg,guitar_4_30.jpg,0.7854268
boat_5_30.jpg,guitar_5_30.jpg,0.7548603
boat_5_30.jpg,lamp_1_30.jpg,0.81071514
boat_5_30.jpg,lamp_2_30.jpg,0.8349586
boat_5_30.jpg,lamp_3_30.jpg,0.7838656
boat_5_30.jpg,lamp_4_30.jpg,0.74585444
boat_5_30.jpg,lamp_5_30.jpg,0.8501564
camera_1_30.jpg,camera_2_30.jpg,0.8859057
camera_1_30.jpg,camera_3_30.jpg,0.87878734
camera_1_30.jpg,camera_4_30.jpg,0.8389773
camera_1_30.jpg,camera_5_30.jpg,0.78272104
camera_1_30.jpg,car_1_30.jpg,0.7399002
camera_1_30.jpg,car_2_30.jpg,0.79216117
camera_1_30.jpg,car_3_30.jpg,0.7866243
camera_1_30.jpg,car_4_30.jpg,0.81135476
camera_1_30.jpg,car_5_30.jpg,0.7969214
camera_1_30.jpg,guitar_1_30.jpg,0.7125297
camera_1_30.jpg,guitar_2_30.jpg,0.71919584
camera_1_30.jpg,guitar_3_30.jpg,0.7341546
camera_1_30.jpg,guitar_4_30.jpg,0.7369866
camera_1_30.jpg,guitar_5_30.jpg,0.70963913
camera_1_30.jpg,lamp_1_30.jpg,0.7562131
camera_1_30.jpg,lamp_2_30.jpg,0.78737116
camera_1_30.jpg,lamp_3_30.jpg,0.8435042
camera_1_30.jpg,lamp_4_30.jpg,0.7803185
camera_1_30.jpg,lamp_5_30.jpg,0.77936184
camera_2_30.jpg,camera_3_30.jpg,0.913981
camera_2_30.jpg,camera_4_30.jpg,0.92401725
camera_2_30.jpg,camera_5_30.jpg,0.87132585
camera_2_30.jpg,car_1_30.jpg,0.8252326
camera_2_30.jpg,car_2_30.jpg,0.8343091
camera_2_30.jpg,car_3_30.jpg,0.86254126
camera_2_30.jpg,car_4_30.jpg,0.8601599
camera_2_30.jpg,car_5_30.jpg,0.8632279
camera_2_30.jpg,guitar_1_30.jpg,0.7399875
camera_2_30.jpg,guitar_2_30.jpg,0.77082753
camera_2_30.jpg,guitar_3_30.jpg,0.7823915
camera_2_30.jpg,guitar_4_30.jpg,0.76227415
camera_2_30.jpg,guitar_5_30.jpg,0.7347572
camera_2_30.jpg,lamp_1_30.jpg,0.8289026
camera_2_30.jpg,lamp_2_30.jpg,0.7919301
camera_2_30.jpg,lamp_3_30.jpg,0.8195947
camera_2_30.jpg,lamp_4_30.jpg,0.81143045
camera_2_30.jpg,lamp_5_30.jpg,0.76874995
camera_3_30.jpg,camera_4_30.jpg,0.85973036
camera_3_30.jpg,camera_5_30.jpg,0.8448856
camera_3_30.jpg,car_1_30.jpg,0.7777772
camera_3_30.jpg,car_2_30.jpg,0.77541727
camera_3_30.jpg,car_3_30.jpg,0.81421566
camera_3_30.jpg,car_4_30.jpg,0.8174974
camera_3_30.jpg,car_5_30.jpg,0.80151623
camera_3_30.jpg,guitar_1_30.jpg,0.7124344
camera_3_30.jpg,guitar_2_30.jpg,0.7345974
camera_3_30.jpg,guitar_3_30.jpg,0.7432593
camera_3_30.jpg,guitar_4_30.jpg,0.73993355
camera_3_30.jpg,guitar_5_30.jpg,0.70956856
camera_3_30.jpg,lamp_1_30.jpg,0.79377806
camera_3_30.jpg,lamp_2_30.jpg,0.7917305
camera_3_30.jpg,lamp_3_30.jpg,0.8503341
camera_3_30.jpg,lamp_4_30.jpg,0.80503106
camera_3_30.jpg,lamp_5_30.jpg,0.75481975
camera_4_30.jpg,camera_5_30.jpg,0.87639195
camera_4_30.jpg,car_1_30.jpg,0.78977585
camera_4_30.jpg,car_2_30.jpg,0.8177494
camera_4_30.jpg,car_3_30.jpg,0.84028685
camera_4_30.jpg,car_4_30.jpg,0.8542234
camera_4_30.jpg,car_5_30.jpg,0.8209625
camera_4_30.jpg,guitar_1_30.jpg,0.6931548
camera_4_30.jpg,guitar_2_30.jpg,0.72970843
camera_4_30.jpg,guitar_3_30.jpg,0.75476843
camera_4_30.jpg,guitar_4_30.jpg,0.72649306
camera_4_30.jpg,guitar_5_30.jpg,0.6992758
camera_4_30.jpg,lamp_1_30.jpg,0.7731098
camera_4_30.jpg,lamp_2_30.jpg,0.73179185
camera_4_30.jpg,lamp_3_30.jpg,0.82011133
camera_4_30.jpg,lamp_4_30.jpg,0.7476972
camera_4_30.jpg,lamp_5_30.jpg,0.71657765
camera_5_30.jpg,car_1_30.jpg,0.8002657
camera_5_30.jpg,car_2_30.jpg,0.76020914
camera_5_30.jpg,car_3_30.jpg,0.82628673
camera_5_30.jpg,car_4_30.jpg,0.818085
camera_5_30.jpg,car_5_30.jpg,0.7974237
camera_5_30.jpg,guitar_1_30.jpg,0.7034298
camera_5_30.jpg,guitar_2_30.jpg,0.76176476
camera_5_30.jpg,guitar_3_30.jpg,0.7776274
camera_5_30.jpg,guitar_4_30.jpg,0.74063903
camera_5_30.jpg,guitar_5_30.jpg,0.7115653
camera_5_30.jpg,lamp_1_30.jpg,0.8096562
camera_5_30.jpg,lamp_2_30.jpg,0.7606657
camera_5_30.jpg,lamp_3_30.jpg,0.82273936
camera_5_30.jpg,lamp_4_30.jpg,0.7555033
camera_5_30.jpg,lamp_5_30.jpg,0.74420094
car_1_30.jpg,car_2_30.jpg,0.844502
car_1_30.jpg,car_3_30.jpg,0.87047046
car_1_30.jpg,car_4_30.jpg,0.8699632
car_1_30.jpg,car_5_30.jpg,0.8574389
car_1_30.jpg,guitar_1_30.jpg,0.7287816
car_1_30.jpg,guitar_2_30.jpg,0.7382105
car_1_30.jpg,guitar_3_30.jpg,0.74958414
car_1_30.jpg,guitar_4_30.jpg,0.73693293
car_1_30.jpg,guitar_5_30.jpg,0.7444935
car_1_30.jpg,lamp_1_30.jpg,0.7702212
car_1_30.jpg,lamp_2_30.jpg,0.7351632
car_1_30.jpg,lamp_3_30.jpg,0.7298885
car_1_30.jpg,lamp_4_30.jpg,0.7477619
car_1_30.jpg,lamp_5_30.jpg,0.72904783
car_2_30.jpg,car_3_30.jpg,0.87501353
car_2_30.jpg,car_4_30.jpg,0.9173503
car_2_30.jpg,car_5_30.jpg,0.8865005
car_2_30.jpg,guitar_1_30.jpg,0.6948135
car_2_30.jpg,guitar_2_30.jpg,0.7067817
car_2_30.jpg,guitar_3_30.jpg,0.72516304
car_2_30.jpg,guitar_4_30.jpg,0.714885
car_2_30.jpg,guitar_5_30.jpg,0.7001684
car_2_30.jpg,lamp_1_30.jpg,0.72520757
car_2_30.jpg,lamp_2_30.jpg,0.716469
car_2_30.jpg,lamp_3_30.jpg,0.72267455
car_2_30.jpg,lamp_4_30.jpg,0.7059472
car_2_30.jpg,lamp_5_30.jpg,0.7084532
car_3_30.jpg,car_4_30.jpg,0.8987602
car_3_30.jpg,car_5_30.jpg,0.9397349
car_3_30.jpg,guitar_1_30.jpg,0.72414255
car_3_30.jpg,guitar_2_30.jpg,0.76803756
car_3_30.jpg,guitar_3_30.jpg,0.7772405
car_3_30.jpg,guitar_4_30.jpg,0.77029353
car_3_30.jpg,guitar_5_30.jpg,0.7327622
car_3_30.jpg,lamp_1_30.jpg,0.8033353
car_3_30.jpg,lamp_2_30.jpg,0.7559964
car_3_30.jpg,lamp_3_30.jpg,0.7813936
car_3_30.jpg,lamp_4_30.jpg,0.7917615
car_3_30.jpg,lamp_5_30.jpg,0.7482867
car_4_30.jpg,car_5_30.jpg,0.8940737
car_4_30.jpg,guitar_1_30.jpg,0.6990847
car_4_30.jpg,guitar_2_30.jpg,0.7237778
car_4_30.jpg,guitar_3_30.jpg,0.73482305
car_4_30.jpg,guitar_4_30.jpg,0.7381573
car_4_30.jpg,guitar_5_30.jpg,0.70644
car_4_30.jpg,lamp_1_30.jpg,0.76276344
car_4_30.jpg,lamp_2_30.jpg,0.72317463
car_4_30.jpg,lamp_3_30.jpg,0.7623571
car_4_30.jpg,lamp_4_30.jpg,0.7491337
car_4_30.jpg,lamp_5_30.jpg,0.7079191
car_5_30.jpg,guitar_1_30.jpg,0.6913725
car_5_30.jpg,guitar_2_30.jpg,0.7302514
car_5_30.jpg,guitar_3_30.jpg,0.74468267
car_5_30.jpg,guitar_4_30.jpg,0.7358242
car_5_30.jpg,guitar_5_30.jpg,0.7010601
car_5_30.jpg,lamp_1_30.jpg,0.7781437
car_5_30.jpg,lamp_2_30.jpg,0.75932264
car_5_30.jpg,lamp_3_30.jpg,0.7790603
car_5_30.jpg,lamp_4_30.jpg,0.79789925
car_5_30.jpg,lamp_5_30.jpg,0.7370694
guitar_1_30.jpg,guitar_2_30.jpg,0.9372754
guitar_1_30.jpg,guitar_3_30.jpg,0.91667765
guitar_1_30.jpg,guitar_4_30.jpg,0.93770516
guitar_1_30.jpg,guitar_5_30.jpg,0.95923954
guitar_1_30.jpg,lamp_1_30.jpg,0.78673697
guitar_1_30.jpg,lamp_2_30.jpg,0.86175907
guitar_1_30.jpg,lamp_3_30.jpg,0.7234635
guitar_1_30.jpg,lamp_4_30.jpg,0.7463129
guitar_1_30.jpg,lamp_5_30.jpg,0.84600025
guitar_2_30.jpg,guitar_3_30.jpg,0.9559872
guitar_2_30.jpg,guitar_4_30.jpg,0.9396604
guitar_2_30.jpg,guitar_5_30.jpg,0.90708965
guitar_2_30.jpg,lamp_1_30.jpg,0.82274115
guitar_2_30.jpg,lamp_2_30.jpg,0.8741009
guitar_2_30.jpg,lamp_3_30.jpg,0.7359096
guitar_2_30.jpg,lamp_4_30.jpg,0.7784167
guitar_2_30.jpg,lamp_5_30.jpg,0.82130915
guitar_3_30.jpg,guitar_4_30.jpg,0.9386811
guitar_3_30.jpg,guitar_5_30.jpg,0.90372473
guitar_3_30.jpg,lamp_1_30.jpg,0.83028597
guitar_3_30.jpg,lamp_2_30.jpg,0.8852733
guitar_3_30.jpg,lamp_3_30.jpg,0.75560987
guitar_3_30.jpg,lamp_4_30.jpg,0.7681191
guitar_3_30.jpg,lamp_5_30.jpg,0.84454244
guitar_4_30.jpg,guitar_5_30.jpg,0.9374485
guitar_4_30.jpg,lamp_1_30.jpg,0.80880815
guitar_4_30.jpg,lamp_2_30.jpg,0.8722507
guitar_4_30.jpg,lamp_3_30.jpg,0.75508106
guitar_4_30.jpg,lamp_4_30.jpg,0.77616245
guitar_4_30.jpg,lamp_5_30.jpg,0.8293403
guitar_5_30.jpg,lamp_1_30.jpg,0.79810214
guitar_5_30.jpg,lamp_2_30.jpg,0.84479827
guitar_5_30.jpg,lamp_3_30.jpg,0.7233806
guitar_5_30.jpg,lamp_4_30.jpg,0.7586648
guitar_5_30.jpg,lamp_5_30.jpg,0.8240584
lamp_1_30.jpg,lamp_2_30.jpg,0.84755164
lamp_1_30.jpg,lamp_3_30.jpg,0.7736575
lamp_1_30.jpg,lamp_4_30.jpg,0.86304176
lamp_1_30.jpg,lamp_5_30.jpg,0.8163729
lamp_2_30.jpg,lamp_3_30.jpg,0.77833176
lamp_2_30.jpg,lamp_4_30.jpg,0.80497164
lamp_2_30.jpg,lamp_5_30.jpg,0.88560605
lamp_3_30.jpg,lamp_4_30.jpg,0.7855218
lamp_3_30.jpg,lamp_5_30.jpg,0.8035014
lamp_4_30.jpg,lamp_5_30.jpg,0.7525942
