stim1,stim2,lLO_toolloc,lPFS_toolloc,lPPC_spaceloc,lAPC_spaceloc,lPPC_depthloc,lPPC_distloc,lAPC_depthloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPFS_toolloc,rPPC_spaceloc,rAPC_spaceloc,rPPC_depthloc,rPPC_distloc,rAPC_depthloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc,cornet_s,skel,gbj,lLO_toolloc_standard,rPPC_spaceloc_standard,cornet_s_stnad,skel_stand,gbj_stand
boat_4,car_1,1.110062733,1.037982792,1.235424196,1.189934824,0.394082822,0.717450429,0.967634877,0.922426527,0.952588965,1.037872106,0.889900868,0.907898395,1.006775069,1.311515757,1.564762254,1.004848114,1.134757787,1.037659396,1.370067592,1.330899758,0.1861002,17.69361798,123.32,0.357516496,-0.161610622,-0.46591374,-0.759617156,0.723432928
boat_4,car_2,1.17837724,1.336817718,1.218621807,0.918352493,0.428505432,1.273282741,1.41501129,1.149225922,1.331463405,1.2972224,1.186078376,1.183821181,0.975198154,1.318431656,1.030337731,1.048213208,1.349417433,1.166308305,1.418894223,1.273165414,0.20500374,15.54826336,89.295,0.696247377,-0.327766028,-0.144056007,-0.95108696,-0.806285125
boat_4,car_3,0.711252266,1.055373779,1.242333711,1.039361708,1.761014874,0.662547795,0.976867944,0.85969952,0.647094975,0.892844193,1.075974718,1.180700219,1.101274809,0.90611111,0.786034276,1.101144,0.574830709,0.935636247,0.569847695,1.065595608,0.1646846,13.97333708,121.16,-1.619946666,0.335640067,-0.830542612,-1.091646859,0.626322245
boat_4,car_4,0.708834385,0.778510829,1.214384662,0.711645814,0.487500971,0.571284309,0.991794163,0.862919252,0.871258679,0.739239331,0.657739758,0.66159559,0.703625186,0.870077495,1.287485088,0.810494037,1.496025647,0.86695821,0.959768259,0.727066446,0.12361854,12.62974399,87.342,-1.631935495,-1.756763031,-1.529746517,-1.211560603,-0.894089368
boat_4,car_5,0.761376624,1.144029925,1.174614619,0.953517275,1.794322113,0.951078096,0.989631827,1.11969545,1.364242556,1.226397842,0.990732917,0.978923036,0.972140259,1.136244729,0.75157584,0.989357625,1.289144301,1.192676399,1.205750344,1.184711819,0.1957423,12.2935727,120.37,-1.371409881,-0.343856447,-0.301744254,-1.241563406,0.590804911
boat_4,guitar_1,1.088726046,1.05732465,0.782490987,0.725657195,1.083625036,0.92283105,1.041687989,0.879918364,0.820395252,0.553071663,0.86896476,0.820866251,0.995899931,0.9092806,0.764305932,0.912176213,0.83938467,0.806613957,1.256512515,1.122917298,0.29055953,32.77051571,92.641,0.251720595,-0.218834799,1.312644306,0.585974215,-0.655853483
boat_4,guitar_2,0.997574529,1.157937096,1.23374274,1.371738384,1.29729437,1.236616657,1.008800406,1.211046703,1.262937086,1.283534281,1.161536296,1.063160303,1.33007816,1.300746587,0.831586582,1.267978509,1.265552835,1.15848158,1.124862977,1.1353465,0.2528662,35.84186207,90.188,-0.200245394,1.539586488,0.670865583,0.860087447,-0.766137051
boat_4,guitar_3,1.0323952,0.879471575,1.134899801,1.20029465,0.768593028,1.236768287,1.099766906,1.077226803,0.942277767,1.002075546,0.951042316,1.004040319,0.961346983,0.898393158,1.097000915,1.15655078,1.303429423,1.219909639,0.58764083,1.032690059,0.24239963,34.55100374,93.403,-0.027590461,-0.400649872,0.492658407,0.744880203,-0.621594992
boat_4,guitar_4,1.439409138,1.093717893,1.318958776,1.122120766,0.469919807,1.207877395,1.210058916,1.053213105,1.167688789,1.375295105,1.411263702,1.374184489,1.340239674,1.312668229,0.694702358,1.263434075,1.194125596,1.074588529,1.50791343,1.128625882,0.2541831,36.88987183,96.228,1.990548819,1.593055628,0.693287545,0.953620806,-0.494586807
boat_4,guitar_5,1.119729659,1.184116184,1.008216333,1.129558503,1.763496689,1.282437356,0.983439418,1.196758595,1.115004563,1.036430311,1.311299543,1.20654727,1.227792745,1.123903329,1.196162195,1.341583531,0.99251876,1.253237987,0.94848951,0.841590293,0.29769206,37.66834055,95.409,0.405449014,1.00136815,1.434085048,1.023098016,-0.531407941
boat_4,lamp_1,0.955792064,0.632468655,0.908982552,1.213449748,0.215919022,0.981639362,0.513283407,1.03072487,0.688523045,0.661147993,0.78086031,0.788387185,1.008826185,0.957385489,1.482129906,1.0570989,0.916401543,0.680451516,0.650606004,0.773345632,0.2080268,29.76657164,107.05,-0.407419709,-0.1508178,-0.092584418,0.317876541,-0.008044301
boat_4,lamp_2,1.349240693,0.967878973,0.948225901,1.032710416,0.177646537,1.040508943,1.277724694,0.855790619,1.003015673,1.380797264,1.277106292,1.1271993,1.346688236,0.989332688,1.140264237,1.233498399,0.975241801,1.248314075,0.949154804,1.031348441,0.2657621,38.99394323,117.45,1.543457298,1.626987487,0.890435312,1.141406143,0.459525655
boat_4,lamp_3,1.083641286,0.911233127,1.260699367,1.107652934,1.937210233,0.776248564,1.18600678,0.960142874,0.986490865,0.932742895,0.87454846,0.845298925,1.160668647,1.096262396,0.787171262,0.969981721,0.723335722,1.234078067,1.325295925,1.259250811,0.21096075,36.1918242,103.69,0.226508304,0.648166078,-0.042630045,0.891321062,-0.159105364
boat_4,lamp_4,1.192907934,1.132669864,1.503846008,1.412905649,0.838731282,1.160455641,0.988418408,1.330381515,1.161289186,1.267471826,1.212503016,1.305046267,1.386940887,1.423102323,1.484726522,1.451964227,1.613558808,1.361988799,0.956217133,1.113642575,0.25414073,44.11075188,134.02,0.768296419,1.838793979,0.69256614,1.598073933,1.204490479
boat_4,lamp_5,1.188374619,0.946813596,0.930736379,1.16891732,1.719635779,1.458722743,0.957761247,0.944776608,1.236710416,1.288483127,1.307762988,1.097775822,1.122559362,1.174442963,0.85894921,1.220138879,1.2733069,1.150287573,1.079365972,0.866377428,0.24522525,38.23192178,103.28,0.745818415,0.447637821,0.540768319,1.073396828,-0.17753841
boat_5,camera_1,1.315144719,1.230536144,1.114879978,1.165399595,0.40770044,0.986372163,1.147443269,1.023205228,1.414786177,1.479971744,1.128880527,1.213357551,1.435375745,1.343721638,1.329515252,1.26818356,1.364338776,1.336348364,1.567812576,1.344465261,0.20168835,30.41018952,145.45,1.374395706,2.093654643,-0.2005049,0.375318508,1.718367844
boat_5,camera_2,0.842525341,0.935249025,1.075741424,0.961062733,1.459493267,0.607895878,0.542287018,0.827172866,0.90343289,0.865610619,0.769681819,0.794768379,0.525083194,0.643826805,0.705206264,0.72801532,0.834756921,0.827419076,0.931965246,0.661440941,0.2019178,22.28707165,104,-0.969041809,-2.696237875,-0.196598211,-0.349658042,-0.145168183
boat_5,camera_3,1.039176903,0.83389195,0.725528998,0.661235173,1.690860576,1.461585252,1.225054913,1.093899402,1.04261199,0.864266965,1.051260781,0.895053523,1.095009448,0.994175672,1.129363033,1.001392421,1.444534126,0.894478922,0.940061282,1.366401527,0.21108335,22.57199947,106.32,0.006035958,0.302672197,-0.040542618,-0.324228646,-0.040864116
boat_5,camera_4,0.832063931,1.112820887,0.664221136,0.580515222,1.150885843,0.539195223,0.840972278,0.591325762,0.788859892,0.758983683,1.029451939,1.152718028,1.21014226,0.945474731,1.153372847,0.820341985,1.035159418,0.746761215,0.420157283,0.702690387,0.25631267,24.3893671,122.25,-1.0209137,0.908492595,0.729546287,-0.162031207,0.675327173
boat_5,camera_5,0.886574595,1.089735434,1.016890881,0.941017548,0.479040678,1.137601576,0.997506794,0.881149236,1.070035395,1.051372283,1.064775062,1.124316713,0.849851789,1.016674639,1.235140797,0.887622358,0.800776179,0.956727166,0.595922923,0.852184326,0.2142681,16.05136578,119.45,-0.75062784,-0.987329391,0.013681957,-0.906185795,0.549442954
boat_5,car_1,1.386913897,1.243859835,1.328196752,1.279912974,0.595166911,1.316689641,1.14685135,1.391087544,1.175323862,1.274061377,1.254410109,1.272012825,1.073790445,1.201294999,1.052415442,1.211357581,1.300147994,1.439260349,1.06164606,1.079060782,0.2430803,17.85901163,119.06,1.730256239,0.191019363,0.504247712,-0.744856011,0.53190908
boat_5,car_2,1.352276957,1.011317561,1.352729448,1.111496698,0.650096028,0.980160775,1.269678069,0.818553832,0.734456425,1.069519474,0.891405381,0.938647904,0.734998171,0.894647453,1.225414919,0.861350425,0.869125873,0.723007309,1.204284941,1.163823974,0.2468061,19.06517286,112.76,1.558512319,-1.59168069,0.567684378,-0.637207861,0.248669588
boat_5,car_3,0.904849996,1.043131765,1.34582395,1.065311515,1.649186716,0.984712061,0.956334853,1.128008002,1.18889437,0.915177816,1.108415905,1.023826241,1.186483067,1.108760537,0.928204207,1.245547915,0.854552005,1.126699965,1.109656745,1.105965076,0.22995496,18.22086052,134.6,-0.66001103,0.783999659,0.280771465,-0.712561519,1.230566495
boat_5,car_4,1.121316479,1.000783564,0.922273021,0.937992844,1.020436235,1.1413164,1.258307446,1.081146112,0.880966703,0.764352964,1.229016813,1.163965215,0.888020874,1.035239787,1.050333657,0.74177225,0.994083666,0.965156596,1.018382038,0.83311113,0.2027517,17.50284509,107.89,0.413317108,-0.78648647,-0.182399962,-0.776643361,0.029720964
boat_5,car_5,0.744428572,0.971874893,1.060181752,1.046770098,1.795334319,0.76081214,0.775030485,0.750980358,0.90236229,0.979059047,0.802164348,1.220495958,0.841966216,0.869006685,0.474109319,1.048477631,0.642910816,0.955098127,0.82900192,0.819143504,0.2386783,15.87840958,134.03,-1.455445159,-1.028822696,0.429297849,-0.921621886,1.204940065
boat_5,guitar_1,1.217598043,0.88955799,0.840333201,0.72264809,0.895688289,1.009958232,0.611549313,0.84517102,0.758007468,0.838643177,1.246737082,0.897242161,1.264237462,1.037223594,0.698945773,1.378927086,0.988075784,1.077695188,0.938571158,0.650174387,0.24165356,28.32084457,112.82,0.890719939,1.193137573,0.47995558,0.188847486,0.251367107
boat_5,guitar_2,1.170215814,0.933940303,1.005822354,0.791957466,1.271890322,1.077720885,1.087601078,0.943195552,0.887991962,0.724845756,0.972302804,0.95004109,1.155563726,1.294647517,1.24229455,1.240802592,1.316355024,0.754320853,1.069197436,1.316111602,0.22527397,31.31715535,113.48,0.655779735,0.621304359,0.201071428,0.4562639,0.281039816
boat_5,guitar_3,0.81959289,0.888858386,1.08243358,1.143342937,0.700345338,1.188739168,1.15465537,1.348507613,0.994243878,0.911388699,0.861124555,0.851091405,0.780612299,0.933487864,1.033544392,0.89225888,0.758923031,0.914769674,0.744657409,1.280864546,0.22304624,30.18665658,109.11,-1.082750151,-1.3516625,0.163141383,0.355368516,0.084570517
boat_5,guitar_4,1.098329824,1.024493492,0.833737185,0.707400006,0.892439798,0.892743518,0.812382598,0.894971524,0.952678891,0.790814025,0.935195012,0.727149892,1.051246665,0.936593401,1.064349174,1.277393095,1.465813408,0.929746044,1.070819635,1.068063358,0.21457326,32.53021427,118.88,0.29934,0.072395649,0.018877709,0.564527659,0.523816524
boat_5,guitar_5,1.322381402,1.200528938,1.522850596,1.630880398,1.71203789,1.366245087,1.226678534,1.412723652,1.108334425,1.298981078,1.197316908,1.189104691,1.409877462,1.419107914,1.115035449,1.150760801,0.920621266,1.283724244,1.741148217,1.5444798,0.2451397,32.57504964,117.22,1.410278099,1.959484552,0.539311717,0.568529151,0.449185165
boat_5,lamp_1,1.199971851,1.365401532,1.222682026,0.886431159,0.137083568,1.10297755,0.985573808,1.202628486,0.892489439,0.887599876,1.574371028,1.393959986,1.170578236,1.334119442,1.437381677,1.278408669,1.350234833,1.122014393,0.946939903,0.852975968,0.1892849,24.80248912,122.11,0.803322169,0.700309607,-0.411690017,-0.125160662,0.669032962
boat_5,lamp_2,0.768820174,0.920701458,0.860311531,1.295910074,0.276925455,1.139681312,1.383261272,1.161363548,1.206551047,0.957033822,0.95137657,0.611302883,1.0715845,1.285071637,0.774590537,0.997219732,1.16439002,0.980126015,1.098315711,1.042867383,0.1650413,32.63523644,136.29,-1.334501757,0.179411842,-0.824469324,0.573900736,1.306546613
boat_5,lamp_3,0.940589014,1.096845571,0.959622799,1.040526552,1.755524221,1.150063119,1.114050413,1.355211069,0.96066949,1.306859085,1.070005958,1.138872791,1.097993676,1.048157836,0.633902322,0.984155749,0.756826322,1.222916152,1.095793364,1.102615934,0.21613437,29.4321079,123.28,-0.482802563,0.318374986,0.045457668,0.288026135,0.721634582
boat_5,lamp_4,0.966678748,0.98072197,1.385859901,1.31722847,0.826966137,0.837685627,0.894250702,0.763327699,1.255872041,1.195730024,1.063307042,1.080667717,1.058925732,1.215911858,1.253207125,1.242745171,1.011801185,1.222713181,1.465341816,1.153768385,0.25414544,38.16109645,142.66,-0.353439138,0.112802335,0.692646334,1.067075769,1.592933211
boat_5,lamp_5,1.039926825,1.069525054,0.969752462,1.277859964,1.502943507,0.697404426,0.941197927,0.908250881,1.263360042,1.174665193,0.91164723,0.981601555,1.078291287,1.087417605,1.045227921,1.351722961,0.983446543,1.048825511,1.12835573,1.071704779,0.14984363,30.59499026,123.27,0.009754374,0.214702463,-1.083229726,0.391811708,0.721184995
camera_1,camera_2,1.011754813,1.009632751,0.836960699,1.11018716,1.580687003,1.255020375,1.321727798,1.279781893,1.241924918,1.081070143,1.387012597,1.286678578,1.326228395,1.466373767,1.650847387,1.315416145,1.334986852,1.38950795,1.111126767,1.247383504,0.11409444,18.04794025,112.82,-0.129933826,1.519329307,-1.691906898,-0.727994404,0.251367107
camera_1,camera_3,1.293089278,1.288649838,1.517792027,1.365559176,1.415253277,1.194349392,1.189147413,1.03465381,1.05278797,1.12738176,1.40572971,1.085843623,1.207529367,1.155650923,1.006455947,1.316309148,1.035504165,1.381874749,1.160968884,1.021605432,0.1212126,19.51197214,143.59,1.265035933,0.894743744,-1.570710823,-0.59733167,1.634744755
camera_1,camera_4,1.01323933,0.921751814,1.221250182,1.118604768,1.054828162,1.140373867,1.279284558,1.101761348,1.190835883,1.269819327,0.968757798,1.082047534,0.998059087,1.019192226,0.963201977,1.35277434,0.942014052,1.388169641,1.345506444,1.396219111,0.16102296,15.04516555,126.62,-0.122572992,-0.207473479,-0.892886869,-0.995987714,0.871796471
camera_1,camera_5,1.207946684,1.258133822,0.645185851,0.87825585,0.306694442,1.238230303,0.925140722,1.208521092,1.040162583,1.181790237,1.126027392,0.808953574,1.023128609,1.090483091,0.70076941,1.055410727,0.699076958,1.351392429,1.36911515,1.375836497,0.217279,22.90458305,139.61,0.842864608,-0.075559496,0.064946506,-0.294546041,1.45580933
camera_1,car_1,1.001681196,0.871820213,0.959591667,1.012956603,0.929770144,0.844044446,0.747175187,1.107650066,0.863130501,0.6494174,0.941437878,0.876491304,1.143380781,0.917891484,0.497951885,0.662802836,0.84964416,0.59462542,0.948106785,1.170009155,0.2601,27.15375571,127.89,-0.179882882,0.557198598,0.794030582,0.084686489,0.928893956
camera_1,car_2,0.89391485,1.083885188,1.091081852,0.677777493,0.357647095,1.025257528,1.182216921,1.056879602,1.119518804,1.010456366,0.818325393,1.239012149,1.079850167,1.221685965,0.936511301,0.96168136,1.156537187,1.253070976,0.802746522,0.813584168,0.2078391,24.84286208,126.09,-0.714231895,0.222905175,-0.095780259,-0.121557434,0.847968387
camera_1,car_3,1.150420287,1.245364578,1.150394725,1.144996465,1.505801035,1.356909885,1.101332877,1.31234844,0.803863438,1.116697344,1.199223491,1.072452258,0.902023135,1.009940988,1.392304585,0.910437652,0.637151407,0.702829298,1.123552952,1.208770182,0.2133758,23.90411688,143.14,0.557625527,-0.712807602,-0.001510629,-0.205339089,1.614513363
camera_1,car_4,0.999501374,0.930106669,1.250174602,0.901487294,0.957323113,1.120314358,0.798782464,0.999069858,1.157428229,1.104892565,0.970745359,1.048710997,1.079774921,0.757424997,0.762153177,0.972044762,1.402208831,0.959951823,0.994027713,1.194470879,0.18864536,33.09140968,135.55,-0.190691319,0.222509236,-0.42257903,0.614613539,1.273277212
camera_1,car_5,1.311309427,1.02603478,0.904329199,1.25163366,1.573032683,0.847839937,1.273627853,0.91476391,1.244589837,1.185636182,1.324575269,1.156689328,1.312393657,1.038352892,1.66249973,1.150976277,1.746402435,0.989799063,0.978489141,0.864192023,0.2030788,23.77126253,161.71,1.355378781,1.446531932,-0.176830653,-0.217196148,2.449395486
camera_1,guitar_1,0.70624998,1.010631588,0.830743286,0.955752026,0.85639916,0.984901341,1.184650117,0.847953597,0.952147869,0.987675099,0.956220071,1.187139271,0.966437391,0.671151422,1.451561208,0.917176178,0.986500505,1.070691224,1.011122291,1.028277309,0.2874703,35.95001739,144.85,-1.644750018,-0.373864519,1.260046085,0.869740153,1.691392654
camera_1,guitar_2,0.709886159,0.940609571,0.98819153,1.073848082,0.777746847,0.746163386,0.749096199,0.907344029,1.139180186,1.230824048,0.908354394,1.00512046,0.948666258,0.87624246,0.656491723,0.998127423,0.87653801,1.054771952,0.943670658,0.822284113,0.2808041,34.38529075,146.97,-1.626720376,-0.467374915,1.146545227,0.730090558,1.786704991
camera_1,guitar_3,1.426805905,1.205416402,1.277249828,1.16274969,1.081302704,1.059748919,1.376678619,0.788024274,1.309790958,1.309928406,1.425746557,1.302970783,1.346720294,1.492991033,1.316771353,1.353840551,1.743366864,0.934789148,1.293875674,0.97760279,0.2658454,38.3083591,144.55,1.928056906,1.627156174,0.891853604,1.080218748,1.677905059
camera_1,guitar_4,0.856250532,0.74785357,1.142008481,0.921572064,0.679826712,1.39145219,1.063925072,1.275371722,1.063348214,1.302500011,1.071027003,1.009276152,1.049398614,1.29590386,0.850095046,1.1538455,0.865340322,1.181761814,0.819034061,1.19200241,0.26301336,35.89382361,145.89,-0.900986776,0.06267134,0.843634383,0.864724939,1.738149649
camera_1,guitar_5,0.813643363,1.020158239,0.454237758,0.686947843,1.486810729,1.254009119,0.771862192,1.242172964,0.910264009,0.849203276,1.045412891,1.084738258,0.862629682,0.725483073,0.524177188,1.193200313,0.935448769,0.903431939,0.65091423,0.646053334,0.2903608,37.6135222,142.86,-1.112250306,-0.920093057,1.309260665,1.018205558,1.601924941
camera_1,lamp_1,1.071937634,0.921582187,1.003012049,0.933058366,0.376083935,0.705077636,0.43315034,0.887092048,0.943139211,0.951484819,0.744210889,0.755851827,0.815070942,0.880883491,0.542170844,0.647556535,0.758367629,0.74106026,1.122537446,1.26922228,0.24378705,27.02111852,133.09,0.168476877,-1.170343652,0.516281064,0.072848811,1.162678934
camera_1,lamp_2,0.942477199,1.095364435,0.809504501,0.745405301,0.47971612,0.86929349,1.201889112,0.934036984,0.948251593,1.129639433,1.292772549,1.229775552,0.800650556,0.846259727,0.908836251,1.031707065,0.748196434,0.827136771,1.120138673,1.011935111,0.2126291,25.04485292,129.59,-0.47344018,-1.246222664,-0.014224183,-0.103530043,1.005323661
camera_1,lamp_3,0.897313611,0.80410464,0.930363363,0.79190974,1.534146808,0.878588618,1.056479701,0.90444125,0.862339846,0.68588307,0.756581224,0.832506781,0.609655174,0.64144603,1.106527049,0.674634159,0.756960586,0.747157221,0.994489098,0.895647684,0.1564957,29.59541814,140.07,-0.697379467,-2.25122633,-0.969969449,0.302601338,1.476490309
camera_1,lamp_4,1.026356676,1.251882681,1.36058595,0.963565181,1.084869915,0.821378813,0.80103158,0.914281306,1.096297927,0.924125941,1.136211571,0.963623905,1.070659488,0.999608814,0.827652429,1.084614689,1.287087458,0.889712269,0.509024424,1.020686369,0.21968144,34.28220739,137.75,-0.057531899,0.174544497,0.105851219,0.720890517,1.372186242
camera_1,lamp_5,0.837626309,0.844584032,1.078123878,1.187934517,1.767436116,1.047707836,1.130927986,1.146505612,0.749979608,1.002598907,0.859819479,1.122752391,0.883200788,0.929700827,1.268302407,0.95217017,1.383719327,0.871656492,0.824912441,0.61840014,0.22063833,25.39148991,138.73,-0.993333186,-0.811849408,0.122143535,-0.072593192,1.416245718
camera_2,camera_3,0.852783624,1.020147562,1.424500213,1.184827911,0.784003961,1.110549562,1.033880254,1.233349263,0.970092109,0.825607961,0.908236438,0.95981796,1.182568995,1.032935556,0.816343006,1.038718437,0.976675079,0.780550116,0.752965216,1.034534286,0.0860189,8.00362018,88.683,-0.918177104,0.7634041,-2.169930044,-1.624435479,-0.833799819
camera_2,camera_4,0.70249032,1.135488991,0.991591436,0.875494709,1.129380859,0.690443324,0.754968408,0.98899588,0.811490425,0.611759193,0.844438742,0.90574757,1.005607487,0.932067571,1.000058731,0.676840598,1.229504541,0.588334565,1.068529869,0.712730369,0.0759827,12.83606131,81.986,-1.663391929,-0.167754352,-2.340809603,-1.19314708,-1.134887895
camera_2,camera_5,0.841842486,0.934653267,0.984752079,1.032607727,1.682291173,1.079459019,1.229263185,0.996928489,0.731485223,0.899103798,0.830973306,1.076363248,0.960879229,1.169926849,1.293813691,0.760145421,1.247155645,0.904932166,0.907735022,1.049456423,0.12867427,14.46012897,125.49,-0.97242768,-0.403111159,-1.443666037,-1.048201385,0.820993197
camera_2,car_1,0.979941242,1.222505719,1.075338945,1.168805191,1.217244381,1.190047782,1.288660059,1.00095303,1.151996957,1.210523519,0.880763268,1.232204685,0.97388726,1.391716611,1.539265778,0.936434581,0.983965812,1.169644686,0.925994535,1.276243444,0.1747673,18.13804891,107.55,-0.287678343,-0.334663856,-0.658871329,-0.719952336,0.014435023
camera_2,car_2,1.245839248,0.858250385,1.204878068,1.242285645,1.489295741,0.965994516,1.14403897,1.228263379,1.115471467,1.353933683,1.044413432,1.04397881,0.752836951,1.126100506,0.9049664,0.975660803,1.112897149,0.982726189,1.169399169,1.360025817,0.16569096,20.77378589,73.718,1.030751225,-1.49781434,-0.813408004,-0.484716613,-1.50660601
camera_2,car_3,0.800396361,0.982612827,1.048653559,1.379009713,0.502973194,0.873698763,0.742371137,0.847005927,1.096696689,1.09842237,0.792683846,0.952799687,1.292405541,1.040382521,0.835432588,1.142323847,1.188195241,0.958746108,0.510947208,0.926562362,0.1374586,20.51461528,118.5,-1.177934285,1.341355935,-1.294101218,-0.507847216,0.506732237
camera_2,car_4,0.857947889,1.250485344,1.058844792,0.727307051,1.445518148,1.231987544,1.256747291,1.093807941,0.968484424,0.846932407,0.990969203,0.976140635,0.995611787,1.091111663,1.035932889,0.839085007,0.969284954,0.930332486,1.029188147,1.058483391,0.1398401,21.89628472,79.185,-0.892570595,-0.220350991,-1.253553035,-0.384535212,-1.260817073
camera_2,car_5,1.052162465,1.049606072,0.912892831,0.883067678,0.314014419,0.957634839,0.88657567,1.229376014,0.633605226,0.74047981,0.764371752,0.843645731,0.750834077,0.912257898,0.561983636,1.001998198,0.694034058,1.270888631,0.692400356,0.699464896,0.13677216,20.32582655,120.79,0.070423612,-1.508353316,-1.305788766,-0.524696338,0.609687544
camera_2,guitar_1,1.267825096,0.888677982,1.024341996,1.044624841,0.667958604,0.866673806,0.708722641,1.103583148,1.308619463,0.936182463,1.275442536,0.991264893,1.200940997,1.04442093,0.676156781,1.206265573,1.100553736,0.947467221,1.032672328,0.840906454,0.2600126,33.58575498,85.636,1.139765928,0.860076225,0.792542481,0.658733144,-0.970788824
camera_2,guitar_2,0.922178094,0.92446396,1.318321802,1.100784648,1.038369817,1.172645776,1.273340656,1.06499665,1.206936781,1.298679153,0.838760148,0.973318853,1.132120312,1.125644729,0.91943881,1.284104431,1.095337576,1.115039692,1.514210368,1.065454705,0.22917235,36.54444659,90.601,-0.574091331,0.497946837,0.267446496,0.922792102,-0.747569129
camera_2,guitar_3,0.893151355,1.107650527,0.834886305,0.948843859,1.19345582,1.018496065,0.953357814,0.915777692,0.874129229,1.10593382,0.743200031,0.817937647,1.015149419,0.882780099,0.928728508,1.034716655,0.696597668,1.16103359,0.803841259,0.827269288,0.2176085,38.37503102,86.878,-0.718017611,-0.117545407,0.070556678,1.086169121,-0.914950181
camera_2,guitar_4,1.073769404,0.98421259,1.433120108,1.120593935,1.188514908,1.068510451,1.118388913,1.127680932,1.437778972,1.351977769,1.071279242,1.144549181,1.131232566,1.101247366,0.966775864,1.315954383,1.123628568,1.223524309,1.627136552,1.391627467,0.2377256,38.60689214,87.771,0.177559531,0.493275583,0.413076873,1.106862392,-0.874802107
camera_2,guitar_5,1.329744839,0.932057033,0.746138728,0.993834653,0.564689717,1.272004998,1.080182738,0.872845308,1.101225275,1.443929998,1.206754776,1.089554269,1.092300733,1.164019594,1.60981351,1.124532241,1.063603665,1.258474684,1.170029902,1.395832005,0.2652426,38.89114472,88.515,1.44678899,0.288419138,0.881590138,1.132231524,-0.841352872
camera_2,lamp_1,1.296857152,1.16691802,1.047370313,1.079182659,1.631247645,1.389555556,1.18414808,1.140302084,1.367627691,1.125642428,1.341911729,1.323998028,1.255447831,1.113297598,1.473815853,1.401186057,1.054303539,1.093524096,1.062262747,1.133515295,0.1710976,24.48676455,90.047,1.283718572,1.14688718,-0.721352818,-0.153338625,-0.772476221
camera_2,lamp_2,1.12990542,1.081980734,1.024840079,0.890181299,1.631951357,1.230757021,0.978198654,0.943893113,1.031018597,1.279172369,1.09541713,0.791939635,1.360584736,1.13612333,1.23260872,1.303029717,1.291293065,1.351568717,1.19419907,1.017849481,0.20806986,30.242962,100.1,0.455904542,1.700109849,-0.091851265,0.360393693,-0.320506916
camera_2,lamp_3,0.930243731,1.107083652,1.124011795,0.874782742,0.414760329,1.386838227,1.060626532,1.150050073,1.203157889,1.007413514,1.203361863,1.252558516,1.04751069,1.322846368,0.762546558,1.073104384,1.19508914,1.098701468,0.911048107,0.9551131,0.18040514,32.32809329,105.38,-0.534098649,0.052737223,-0.562879658,0.546488653,-0.083125246
camera_2,lamp_4,1.472192808,1.039482068,1.431170513,1.0740057,1.445155243,0.870377008,1.189265523,1.005399618,0.9215624,1.285376626,1.30824972,0.968483512,1.113032111,1.171654238,1.466904792,1.287262221,1.086020327,1.301442101,1.206410932,1.505657619,0.1885695,34.46771845,105.04,2.153103479,0.397506126,-0.423870647,0.737447111,-0.098411187
camera_2,lamp_5,1.414737022,0.705019155,0.770908372,1.39127522,0.324628879,0.749329094,0.872806512,1.093578233,0.998563104,1.287460325,1.257017526,0.884793478,1.033270407,1.066863962,0.954457004,1.209737977,1.072900667,1.241095939,1.27867465,1.189553656,0.2312501,28.60423894,78.734,1.868214516,-0.0221941,0.302822934,0.214140024,-1.281093424
camera_3,camera_4,0.824375654,1.076487657,0.658056425,0.628488542,0.874706788,1.34263929,0.903103851,0.909267145,0.775264371,0.820564801,1.167695647,1.161117305,0.936198361,0.845103232,0.770960839,1.089980362,0.980942966,0.757608822,0.972602006,0.94044711,0.1402698,8.966816745,94.264,-1.059035278,-0.532980073,-1.246236825,-1.538471576,-0.582885595
camera_3,camera_5,0.729176136,0.842999154,1.192815768,0.773200058,1.212529089,0.962724707,0.852214426,0.797380482,0.785655321,0.98463355,0.984788857,0.966616973,1.030235534,0.807686008,1.333441705,0.92547411,1.339648223,0.670031792,0.908184128,0.972979497,0.1551144,11.31335888,128.43,-1.531072889,-0.038163379,-0.993487906,-1.329046075,0.953171627
camera_3,car_1,1.073938812,1.121198887,1.156745825,1.162861494,1.516316853,1.048725727,1.17635026,1.065175997,1.232996849,1.169811,1.207491302,1.397455761,0.897167563,1.01367656,1.339478124,1.115559995,0.838654024,1.331099231,0.987503713,1.233815747,0.22222286,19.86922653,131.55,0.178399524,-0.738357265,0.149122251,-0.565447231,1.093442614
camera_3,car_2,1.159849317,1.009913184,1.022625732,1.246599577,1.194410346,1.267582946,0.912285201,1.156010918,1.309835914,1.272916199,1.164326076,1.173520924,1.299324237,1.154493795,1.269379219,1.516273415,1.038855422,1.113359186,1.104401176,1.096433958,0.2245828,18.68206985,79.351,0.604378462,1.377761605,0.189303346,-0.671399252,-1.253353937
