stim1,stim2,lLO_toolloc,lPFS_toolloc,lPPC_spaceloc,lAPC_spaceloc,lPPC_depthloc,lPPC_distloc,lAPC_depthloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPFS_toolloc,rPPC_spaceloc,rAPC_spaceloc,rPPC_depthloc,rPPC_distloc,rAPC_depthloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc,cornet_s,skel,gbj,lLO_toolloc_standard,rPPC_spaceloc_standard,cornet_s_stnad,skel_stand,gbj_stand
boat_1,car_2,1.200381524,0.998937987,1.30309631,1.257571841,1.731323966,1.006450659,0.993056919,1.05705866,1.060466384,1.271984567,0.804695029,0.857750817,0.800656961,0.858076951,0.738870222,0.998578005,1.191228938,0.98716621,0.929396977,0.866525253,0.2474765,13.14346451,90.397,0.805353493,-1.246188961,0.579098823,-1.165711788,-0.756740693
boat_1,car_3,1.143679671,0.963285474,1.349205762,1.340168346,0.506383923,1.115905899,1.234871713,1.304429849,1.162177669,1.248805267,1.231700479,1.163074896,1.166546481,1.214545712,1.257308078,0.910271691,1.056658778,1.020026781,1.223987524,1.254270915,0.20666444,11.89656577,124.08,0.524202834,0.679094809,-0.115780396,-1.276995702,0.757601501
boat_1,car_4,1.20774931,0.983353056,1.016987453,1.024479767,1.362932311,1.123061466,1.029737569,0.802754236,1.138241124,0.925037168,1.326208531,1.039303455,0.999414814,0.840494746,0.531461948,0.684336945,0.93237755,1.006746953,1.100388432,0.889920563,0.1944062,5.455690045,97.373,0.841885948,-0.200339743,-0.324493121,-1.851834568,-0.443109154
boat_1,car_5,0.910596658,1.160508622,0.628748514,0.969650975,0.473531032,0.749637727,0.889932997,0.982339462,0.930314188,0.981403031,0.856905593,1.197677278,0.765032223,0.87063734,0.86845871,1.30888621,0.695433702,1.218966327,1.142464961,0.637842621,0.22256434,9.684720119,128.35,-0.631516762,-1.433643715,0.154936399,-1.474399735,0.949574935
boat_1,guitar_1,1.068909181,1.096902309,0.58855531,0.874026063,0.812335039,0.805703408,0.626000002,0.846844379,0.721380636,0.767036666,1.239546186,1.200321582,0.790979629,0.658547422,0.97682574,1.156142877,0.597724321,0.962079271,0.960516119,0.544526373,0.30395186,37.61651546,100.32,0.153460585,-1.297110371,1.54066641,1.018472702,-0.310616013
boat_1,guitar_2,1.112020304,1.098595849,1.140681644,0.779528968,1.189259468,0.924593835,1.109191252,0.966269511,1.072686448,1.045062289,1.001338056,0.917915351,1.313804089,1.354561119,1.199958279,1.137446082,1.645387783,1.007439536,0.880981922,1.061238452,0.2963256,39.9116014,102.3,0.367222922,1.453953522,1.410819262,1.223305811,-0.221597887
boat_1,guitar_3,0.898888849,1.207728344,1.019787663,1.052268853,0.927432939,1.236155089,0.956453015,0.98766363,1.226469513,1.305916703,1.061429177,0.975082527,1.190358361,1.183930117,0.511874369,1.145405588,0.833304536,1.22350349,1.038142034,1.402516527,0.2982455,41.01293324,102.2,-0.689568801,0.804391172,1.443508095,1.321598089,-0.226093752
boat_1,guitar_4,0.926697119,1.011702332,1.110736777,0.867058528,1.412725285,1.181283549,0.940904961,1.0664604,1.109871951,1.111672794,0.889899311,0.888548913,1.301555284,1.088617351,1.392466674,1.383526202,1.517767778,1.223748697,0.775108629,0.975729357,0.2691457,41.16865316,105.94,-0.551684182,1.38950121,0.94804557,1.335495867,-0.057948402
boat_1,guitar_5,1.235772767,0.954762728,0.804827518,0.939670216,0.472796217,1.273758677,1.313543733,1.028156925,1.206488948,1.104854877,1.097363714,0.913866366,1.244509839,1.398286699,1.416602879,1.203066636,1.503189895,1.103644944,1.183997077,1.118555914,0.31137425,43.25801649,108.19,0.980837552,1.08933227,1.667042402,1.52196853,0.043208559
boat_1,lamp_1,1.3897572,1.259388295,1.233909902,0.915050672,1.499713787,1.416638385,1.509218307,1.073060496,1.242271464,1.086147355,1.480723806,1.31197107,1.519146834,1.361491162,0.897838787,1.053489599,0.89302573,1.12137376,1.38792936,1.235687059,0.25086653,37.761661,120.85,1.744354483,2.534451958,0.636818561,1.031426732,0.612385063
boat_1,lamp_2,0.899135818,1.32150635,1.040216489,1.08708326,1.578766521,1.007255435,1.06541138,1.085744446,1.374880458,1.29210173,1.076787906,1.06897221,1.471655693,1.182522318,1.200215331,1.438680204,0.940436725,1.255414034,1.011741947,1.383214709,0.2963896,45.21959368,121.95,-0.68834423,2.284557064,1.411908947,1.697036464,0.661839578
boat_1,lamp_3,0.82745369,0.97452496,1.012034867,0.732014873,0.363628737,0.873286127,0.726218942,0.915294941,0.761218485,0.849085345,0.959945162,0.967923968,0.928916684,0.724978362,0.678405625,0.66640374,1.009608405,0.622364321,0.759177243,0.721500051,0.3093866,36.87245489,105.21,-1.043773134,-0.571295723,1.633200036,0.952066369,-0.090768217
boat_1,lamp_4,1.174504922,1.286169427,1.108202459,0.981403636,1.033841027,1.011783915,1.282393823,0.974050033,1.264418576,1.216977108,1.16324313,0.996183643,1.29822972,1.141295316,1.369449916,1.310890847,1.312174782,0.99200223,1.232475992,1.128066147,0.2858258,50.01865041,137.3,0.677046863,1.372002337,1.232046301,2.125345353,1.351954849
boat_1,lamp_5,1.053435455,1.172204085,0.982320423,1.430158277,0.238345268,1.041350214,1.156914862,1.36299146,1.299251553,1.255158155,0.859859303,1.090970844,1.226349178,1.147488352,1.443402995,1.435088767,1.179503734,1.441540833,1.482487366,1.364209626,0.3037124,45.77911201,110.67,0.07673561,0.993772206,1.536589288,1.746972668,0.15470601
boat_2,boat_3,0.649519769,0.934644802,0.930159531,0.810218072,0.95211788,0.905177975,0.801405168,1.091142268,0.799441493,1.070624089,0.939642157,1.09938464,1.134198861,0.992751292,1.034112663,0.603696155,0.979908148,0.720104112,0.44580075,0.893509418,0.1359429,10.87846052,80.127,-1.926041287,0.508884009,-1.319908012,-1.367860127,-1.218466025
boat_2,boat_4,1.310987779,0.992966341,0.952516547,1.225362775,0.819124338,1.175924046,1.126631722,0.79260404,1.148056282,1.187981198,1.085599413,0.972901538,1.09140983,0.827363203,0.816376297,0.775772843,0.730475725,0.968382229,1.082976069,1.197816593,0.1499765,8.772416352,91.945,1.35378392,0.283731272,-1.080967439,-1.55582153,-0.687144704
boat_2,boat_5,1.033065687,1.077697866,1.289726172,1.3738934,0.808540147,1.324848844,1.38189683,1.484331822,1.215094835,1.327055991,0.988430303,1.054505922,0.911622607,1.141888492,0.675870806,1.016777808,0.89416194,1.225892961,1.463569519,1.168435526,0.1416497,12.33506807,89.076,-0.024265916,-0.662295885,-1.222742206,-1.237860004,-0.816131069
boat_2,camera_1,1.163862067,1.134677484,0.962937748,1.122705195,1.241134952,1.037805451,1.163375608,1.032812588,0.914184192,0.76542776,1.09826294,0.869539671,0.888520986,0.950565259,1.036559621,0.880929822,0.688997978,1.006532053,0.628002273,0.859376899,0.1977796,40.71365915,137.38,0.624275295,-0.783854917,-0.267056531,1.294888308,1.355551541
boat_2,camera_2,0.986988668,1.131966732,0.71916088,1.198572775,1.030978239,1.045796825,1.054175738,0.977558721,0.803154938,1.077314826,1.091943083,1.171505725,1.13144815,0.872245829,0.92562086,0.946695118,1.006876719,0.976584666,0.833192723,0.812502308,0.1882281,30.49727949,96.62,-0.252734362,0.49440997,-0.429683433,0.383091162,-0.476963017
boat_2,camera_3,1.108987578,1.141597761,1.21838351,1.119220093,1.259675624,0.722497784,0.826801761,0.985498941,1.14206938,1.075035053,1.076917338,1.126855753,1.211956469,1.05382947,0.837430732,0.946942678,1.315044108,1.001913096,1.276179058,0.881464876,0.2078978,27.06087199,92.166,0.352185444,0.918038829,-0.094780814,0.076396751,-0.677208842
boat_2,camera_4,1.291902401,1.150188213,1.28264504,1.405450518,1.202743826,1.624031845,0.967016796,1.491338253,1.107148158,1.434802003,1.171506754,1.056420012,1.148302459,0.94839739,0.72966692,1.124285831,0.847101324,0.999802368,1.453159061,1.154592278,0.25041676,29.54832728,90.254,1.259150918,0.583096106,0.629160633,0.298398547,-0.76316978
boat_2,camera_5,0.718296453,1.026174401,1.072049885,1.363998057,1.078822746,0.996156604,1.364045004,1.102751484,0.929134455,1.047958534,0.807806534,0.879640949,1.09628622,1.357060178,1.015041084,0.735711701,0.675124976,0.814853308,1.261074623,1.012926854,0.23326874,18.64463545,116.88,-1.585018746,0.309390478,0.337192946,-0.674740218,0.433899224
boat_2,car_1,0.976079426,0.954587946,1.006053289,0.708171161,0.561946536,0.867755557,1.139044157,0.621500779,1.117962146,0.874542967,0.974084329,1.027020181,1.150075147,1.158486738,0.960147141,0.833525038,1.053463551,1.158012619,0.958791911,1.106914888,0.18834555,17.28889057,104.4,-0.306826785,0.59242386,-0.427683691,-0.795738493,-0.127184723
boat_2,car_2,0.978295069,0.975897632,1.227728165,1.04155782,1.251409725,0.988636519,0.964561126,1.27156267,1.117872206,1.082357939,1.177267467,1.028129137,1.146975378,1.341032222,1.14876064,1.222531332,1.030807622,0.985435276,0.892984615,1.225557382,0.1929936,19.34747826,93.79,-0.295840733,0.576113103,-0.348544502,-0.612012512,-0.604195995
boat_2,car_3,0.876131084,0.871858042,0.936011529,0.68470546,1.16750926,1.191187247,0.796739983,0.822079312,0.839481588,0.914219417,0.85835724,0.997626828,0.680171988,0.631707205,0.497963041,0.773475634,0.252646438,0.838585942,0.649448197,0.58718233,0.1834563,18.71273879,124.72,-0.80241098,-1.880172036,-0.510929629,-0.668662094,0.786375037
boat_2,car_4,1.23735704,1.099426495,1.161743987,1.231029614,0.969150264,1.188718522,1.189450229,0.89676671,1.235558617,1.116992513,1.159257034,1.22899895,1.016360806,0.919438693,1.394144286,0.78822581,1.50224055,1.219294124,1.085514135,1.532500679,0.17093617,12.72286301,98.353,0.988693016,-0.111171178,-0.724101377,-1.203249865,-0.399049677
boat_2,car_5,1.482110312,1.373892182,0.844255777,1.156487481,1.205090762,1.393135644,0.998643875,1.461833864,0.916103605,1.282826063,1.024065942,1.138962928,1.224051568,1.236585452,0.826598529,1.366554673,1.395821766,1.075076075,0.942360702,0.939140761,0.17977107,14.87525314,127.31,2.202278464,0.981682351,-0.573675537,-1.011152151,0.90281794
boat_2,guitar_1,1.280008586,1.316963172,0.903150428,1.580696292,1.330189261,0.985904773,1.296825681,1.246927309,1.199799208,1.226693946,1.102338247,1.352560618,1.231134288,1.065356075,1.016744777,1.068775182,1.111428703,1.280703724,1.003357949,1.340047728,0.2138969,32.36502166,89.769,1.200176585,1.018951103,0.007361787,0.549784456,-0.784974725
boat_2,guitar_2,1.059366635,1.069328831,1.090735759,1.153334732,1.395364236,1.08144107,1.177583787,1.223356136,1.035080855,1.085156795,0.971976794,1.149842119,1.075557611,1.228512949,1.42391905,1.248144781,1.318125034,1.199506726,1.330236121,1.01980663,0.2143407,36.59367847,87.947,0.106144793,0.20031806,0.014918068,0.927185976,-0.866889385
boat_2,guitar_3,0.88937901,0.911954367,0.950252077,0.600205531,0.580203463,0.700226295,0.546866877,0.760313386,1.163016424,1.135798536,0.865770273,1.184341513,1.103952309,0.911326064,1.200994863,1.215262059,1.317567872,0.951367348,0.930805648,0.494647057,0.2147645,35.91537263,93.047,-0.736722419,0.349728875,0.022133822,0.866648158,-0.637600272
boat_2,guitar_4,1.102444457,1.186599785,1.57259497,1.183720488,1.227667631,1.087765751,1.401888227,1.245243926,1.280941731,1.152171116,0.927465132,0.94215367,1.20835672,1.364319584,1.139747112,1.410853358,1.367560809,1.291647806,1.288754673,1.41927158,0.19107515,37.37327589,92.289,0.31974201,0.899097214,-0.381208646,0.996763921,-0.671678928
boat_2,guitar_5,1.003293611,0.982612938,0.812067419,0.944401121,1.181086924,0.731661479,0.863869261,0.767376363,0.857098143,0.941736426,0.901626304,0.832871146,1.266586545,1.203375732,1.017731811,1.148284474,1.270902527,0.933643454,0.509208458,1.171381351,0.20876426,37.71138025,95.398,-0.171887878,1.205498275,-0.080028188,1.026939247,-0.531902487
boat_2,lamp_1,0.888743346,0.976660377,0.969329542,1.055344586,0.862806434,1.044183524,1.197302029,0.930831518,1.497908024,1.14250119,1.196448574,1.029658383,1.070195265,0.897150805,1.561186109,1.129099765,1.253982245,1.251604303,1.422080687,1.317071847,0.1942874,31.57607838,112.21,-0.739874298,0.17210179,-0.326515848,0.479372407,0.223942331
boat_2,lamp_2,0.727427819,0.775868413,1.162388899,0.936833078,0.725982162,0.729044719,0.526062641,0.665442874,0.801203876,0.725740273,0.750413582,1.101244472,0.501145697,0.655401157,0.691138621,0.90167161,0.615424556,1.069630253,0.770869658,0.585844153,0.18870044,43.8354592,119.88,-1.53974175,-2.822195225,-0.42164122,1.573504458,0.568775173
boat_2,lamp_3,0.960298639,0.87138556,1.280363136,1.157317077,1.246914704,0.896366533,1.194259607,0.613235815,1.008360591,0.891579035,1.039608296,0.697670523,0.661275797,0.994044465,0.706257929,0.853844085,0.351587759,0.794786202,0.60086703,0.844780674,0.2140195,36.34840404,106.65,-0.385074292,-1.979602405,0.009449214,0.905295587,-0.026027761
boat_2,lamp_4,0.964726493,1.224266545,0.971811913,0.697526732,0.82599494,1.260898866,1.05319128,1.2005141,0.967961195,0.906112416,1.062346357,1.015646194,1.327176274,1.138286891,1.238946854,1.324842509,1.490183341,0.909988809,0.968084079,1.318745134,0.2109868,45.70839787,128.91,-0.363119206,1.524316977,-0.042186509,1.740661533,0.974751779
boat_2,lamp_5,1.135622289,1.120647546,0.959799751,0.403920062,0.894250387,0.996207805,0.808227571,1.076011258,0.959406832,1.050443667,1.075610928,1.150222936,1.141444935,0.923284608,0.92884071,1.343469008,1.540344853,1.111777533,1.130385922,1.106191877,0.19565475,42.2332551,108.52,0.484251084,0.547012318,-0.303234908,1.430510054,0.058044914
boat_3,boat_4,1.082068835,1.138306709,1.119598253,1.110049475,1.778034801,1.13666676,1.223416603,0.996938874,0.960257246,1.096491141,1.000860157,1.034468775,0.718358657,0.826982009,1.394407268,0.73440179,1.254564747,0.639072016,0.937645462,0.817094644,0.1514884,9.446072352,80.147,0.218711458,-1.67923659,-1.055225345,-1.495698704,-1.217566852
boat_3,boat_5,1.028499982,1.03283886,1.070850448,1.214921793,1.605281174,0.806012366,1.14726113,0.801363717,1.15832765,1.068696074,0.869775859,1.180715328,1.035622012,1.150910118,1.276812906,1.116158473,1.317950402,1.334911319,1.140875928,1.006978006,0.20460224,14.2223764,104.41,-0.046904523,-0.009820127,-0.150892075,-1.069420459,-0.126735136
boat_3,camera_1,1.003059059,1.223876635,1.396834001,1.343831208,1.682849172,1.350025684,1.174964001,1.251475569,1.051617302,1.274293035,1.012340565,0.899727895,1.251264323,1.203493072,1.146082367,0.979100976,1.336582203,1.001706266,0.713082733,1.057047913,0.1493009,36.94057738,141.85,-0.173050882,1.124873869,-1.092470421,0.958146203,1.556516705
boat_3,camera_2,0.935091988,1.075680151,1.168944617,1.049478582,0.378444532,0.657825956,1.042302318,0.923698084,0.83249371,1.043140972,0.946845993,1.098878847,0.834749014,0.840614215,1.036785344,0.844659266,0.795997588,0.858183685,0.696656167,1.150196509,0.19149005,25.33897088,85.467,-0.510059035,-1.066799083,-0.374144426,-0.077280439,-0.978386836
boat_3,camera_3,0.900147089,0.728639231,0.798710232,0.916528396,0.564071286,1.03204688,1.119946723,1.130430258,1.038211307,1.173667645,1.082760183,1.039204131,0.879229556,0.927460335,1.269355346,0.718669534,0.933542109,0.724974319,1.089281749,1.032887222,0.2549877,22.9827378,79.521,-0.68332994,-0.832745739,0.706986923,-0.287570842,-1.245710966
boat_3,camera_4,0.95451995,0.976944651,1.03800315,1.047680535,1.125368614,0.988258352,1.346389473,0.82950446,0.988878478,0.971349648,0.693039684,0.93582431,0.890527737,0.850569078,1.172050102,1.019599399,1.178021572,1.053592737,1.31029065,1.089955134,0.2278454,26.51235068,91.126,-0.413727363,-0.773295541,0.24485342,0.027442015,-0.723965838
boat_3,camera_5,0.72220647,1.091063953,1.016351746,1.105350929,1.638630942,0.994337473,1.442050965,0.956578781,0.949183883,0.807616054,0.715097564,0.788057919,0.986821647,0.830284417,0.738836511,0.736695797,1.301170312,0.869259521,1.139710581,0.632532973,0.25344276,21.8465302,126.9,-1.565631304,-0.266604062,0.680682279,-0.388975731,0.884384893
boat_3,car_1,0.991566935,1.029737173,1.015658345,1.011633199,1.458966462,1.29248261,1.073765277,1.31369472,1.234855461,1.257845158,0.89345383,0.973648945,0.757739654,1.349861327,0.85338213,1.019576299,0.8845448,1.036733932,1.009918035,0.997436832,0.19193983,17.78981723,119.71,-0.230033468,-1.472016677,-0.366486327,-0.751031511,0.561132203
boat_3,car_2,1.041628722,0.994373407,1.161487597,1.104344682,1.660489281,1.105506021,1.219464063,0.863689521,1.173187346,0.943163506,1.336905261,1.181382176,0.997081395,1.202568708,1.034122764,1.320135552,1.01860363,1.247799007,1.15952203,1.300829934,0.15618205,16.27780659,66.722,0.018193065,-0.212618022,-0.975309755,-0.885976279,-1.821136723
boat_3,car_3,0.836406194,0.962762359,1.109165756,0.841580292,0.346184871,0.731751243,0.789670619,0.676870208,0.714450163,0.721097623,1.141340665,1.093898475,1.098111441,0.98541897,0.904955508,0.868600384,1.102723141,0.912925719,0.719205098,0.733754503,0.2046521,16.78363864,111.15,-0.999383008,0.318994657,-0.150043142,-0.840831499,0.176286162
boat_3,car_4,1.16486365,1.054253638,0.932279192,1.126992581,1.412279421,0.889277676,0.756902213,1.004487097,1.065057791,1.157838797,1.062604494,1.001284458,0.883905845,1.171394863,0.997503322,0.904431762,0.938462871,1.094518625,1.025934586,0.857725677,0.14171016,10.8758567,65.332,0.629241547,-0.80813945,-1.221712794,-1.368092514,-1.883629246
boat_3,car_5,1.27720641,0.870659881,0.761286613,0.70936669,0.313271047,0.903708068,1.091224971,0.754843448,0.948186679,0.951733798,1.092399053,1.092530548,0.869284902,0.979037119,1.067151029,1.098567805,0.865366827,1.216263078,1.066493334,1.114554622,0.2086752,13.93151435,110.1,1.186282267,-0.885073778,-0.081544552,-1.095379477,0.12907958
boat_3,guitar_1,1.242631459,1.312390014,1.349077404,1.181260482,0.983196169,0.970064658,0.780762443,1.078362021,1.31156782,1.323057757,0.927536185,1.015812081,0.901160057,1.14899475,1.233095235,1.045012084,0.909272592,1.002343885,1.140666072,1.345707261,0.2594344,43.61238686,86.317,1.014845713,-0.717349055,0.782697863,1.553595574,-0.940171984
boat_3,guitar_2,1.058504934,1.127048881,1.064232134,1.288250648,0.830526396,1.398498423,1.525789046,1.223872239,1.013092625,0.931451291,1.112867161,1.18477449,1.364856187,1.076234304,1.332192145,1.283267627,1.237374692,1.325585365,1.347039775,1.564648829,0.27537906,47.0043931,82.578,0.101872132,1.722585911,1.054176756,1.856327237,-1.108272374
boat_3,guitar_3,1.165946973,0.832007292,0.861783456,0.830610106,1.176447672,1.043787688,0.800434062,1.185238138,0.899731693,0.717620425,1.110374255,1.102871165,0.935574392,0.786391747,0.454315131,1.087456116,0.737671755,1.129364909,0.720246801,0.701901096,0.2549039,48.46894471,86.813,0.6346131,-0.536263352,0.705560117,1.987036355,-0.917872493
boat_3,guitar_4,1.252248015,1.265901534,0.998612352,1.352506351,1.529457266,1.163471426,1.311618448,1.03023198,1.17817164,1.028889437,1.336983205,1.220484225,1.287786172,1.267287516,1.509539305,1.3524308,1.085628379,1.31842622,1.261525827,1.318517725,0.25462157,48.35939652,89.039,1.062528477,1.317049154,0.700753076,1.977259338,-0.817794539
boat_3,guitar_5,1.051263653,0.99277115,1.180344328,0.863200563,0.398032185,0.950331333,0.755804962,0.940967992,0.726100736,0.749147196,1.189399095,1.113633387,0.999147306,0.727022787,1.149281373,0.964580572,1.457123825,0.90060541,0.803422871,0.807867885,0.26290673,49.49408514,90.598,0.06596694,-0.20174735,0.841818866,2.07852866,-0.747704005
boat_3,lamp_1,1.108846219,1.074386791,1.173015877,1.253286674,1.687174716,1.236780157,1.205428511,1.312821746,1.174928985,1.055845441,1.163110906,0.878966054,1.233167878,1.069351809,0.743261175,1.185105718,0.855702714,1.013498743,1.384188606,1.042678393,0.242652,42.61747846,105.77,0.351484529,1.029651705,0.496955339,1.464801435,-0.065591373
boat_3,lamp_2,0.908157852,1.084797931,0.923501559,1.027653709,1.723721554,0.937164996,0.97190499,1.145544415,0.965853506,0.746632521,1.01639924,1.029650577,1.175378023,0.933632484,0.91337803,1.069799346,0.852570086,1.006179271,0.884522211,0.648984967,0.2512741,47.62033539,108.36,-0.643609346,0.725565734,0.643757978,1.911299198,0.05085153
boat_3,lamp_3,1.049946465,1.207816954,1.262947862,1.512055575,0.235514967,1.54735158,0.798341381,1.490151519,1.342298178,1.414649306,0.780562714,0.985956042,1.230417432,1.234080504,1.185680885,0.956114075,1.237399156,0.987679228,0.885524854,1.078524146,0.2558326,43.06441355,107.41,0.05943579,1.01517906,0.721372461,1.504689747,0.008140813
boat_3,lamp_4,0.983911639,0.993982705,0.6378258,0.907791645,1.044188195,0.711834388,0.826371794,0.802804345,0.917928133,0.826228031,1.410040601,0.995524218,1.225911931,1.1593263,0.999083527,1.347269121,1.13116725,1.235621348,0.900765233,1.076490919,0.27328086,54.29048611,121.38,-0.267991513,0.991471445,1.01845213,2.506600527,0.636213148
boat_3,lamp_5,1.173359362,1.265720569,0.998898046,0.493180689,0.3688818,0.626368917,1.056547212,0.736651673,0.842041819,0.895072491,1.416134653,1.104121726,1.303863398,1.065119925,1.278327164,1.39589124,0.981354855,1.30146467,1.151107358,0.915472599,0.2228666,47.3792618,90.088,0.671366714,1.401646336,0.160082775,1.889783728,-0.770632916
boat_4,boat_5,0.986372313,1.162106683,0.683719344,0.868660276,0.283593084,1.172293114,0.807607402,1.233201011,0.90246868,1.003544282,1.236485699,1.17795322,0.867837526,0.994609197,0.689678537,1.075797376,0.857641444,1.165069064,0.95423682,0.913184431,0.15994906,12.95983654,98.77,-0.255790499,-0.892689764,-0.911171435,-1.18210032,-0.38030192
boat_4,camera_1,0.932644763,0.825645381,0.724980014,0.865843742,0.411772765,1.170494313,0.581824506,1.128533296,0.919415109,0.894357677,0.955537255,1.087450989,1.217618141,1.073732062,1.198261631,0.911886133,0.582797958,1.153764132,1.360343998,1.067257882,0.1733567,33.71454721,136.74,-0.522193364,0.947830131,-0.682888657,0.670227665,1.326778005
boat_4,camera_2,0.871956218,1.09382308,0.748700738,0.875308186,1.652865846,0.913295522,1.00336329,1.080386209,1.200951191,0.91266746,0.885710198,0.828123511,0.821965029,0.743303887,0.551849976,0.758570796,0.983520743,0.816596898,0.623937074,0.815593969,0.15497476,24.62742805,93.254,-0.82311165,-1.134067473,-0.995865462,-0.14078461,-0.628293831
boat_4,camera_3,0.982336587,1.258731603,1.01085153,0.745187232,1.600475402,0.932747199,1.270013285,0.707829093,0.874327637,0.806560168,1.225756533,1.352673238,0.961320555,0.903026443,0.52771869,1.024680047,1.186526326,0.908274953,0.646307028,1.052055037,0.2018779,22.41894758,94.998,-0.275801256,-0.400788934,-0.197277561,-0.337888306,-0.549885946
boat_4,camera_4,0.581685754,0.924080142,0.879250646,0.643029161,0.891278142,0.83763248,1.017097322,0.96373219,0.987230555,1.169571805,0.807923321,0.593727931,0.806890638,0.870826019,0.812352449,0.782455221,1.03197065,0.966774672,0.986020574,0.878940894,0.156253,24.66615064,104.73,-2.262389695,-1.213387811,-0.974101737,-0.137328675,-0.112348368
boat_4,camera_5,1.142736422,1.268306221,0.685606622,0.781744972,0.350967742,1.201248292,1.035314314,1.139563222,1.202631789,1.265793032,0.976353643,1.040595709,1.024631399,1.209370189,1.395335178,0.922751458,0.86812063,1.143985787,1.110218704,1.128962415,0.16604847,18.74042841,113.54,0.519525825,-0.067651925,-0.807320924,-0.666190835,0.283737335
