stim1,stim2,lLO_toolloc,lPPC_spaceloc,lAPC_spaceloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPPC_spaceloc,rAPC_spaceloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc,cornet_s,skel,gbj,lLO_toolloc_standard,rPPC_spaceloc_standard,cornet_s_stnad,skel_stand,gbj_stand
boat_1,guitar_2,1.19530746,0.86840511,0.944972962,0.880956512,1.029687908,1.125902773,1.18817638,1.131282964,1.173003525,0.938016538,0.667986402,0.97389982,0.2963256,39.9116014,102.3,1.049549608,0.742465566,1.410819262,1.223305811,-0.221597887
boat_1,guitar_3,1.060386906,1.01515753,1.001235646,1.003166528,1.067810689,0.928968706,1.193420698,0.894572218,0.977211108,0.99712771,0.821447824,1.023540613,0.2982455,41.01293324,102.2,0.149092969,-1.097612686,1.443508095,1.321598089,-0.226093752
boat_1,guitar_4,0.978593546,1.013209983,0.97572153,1.112418608,1.126506136,1.218801779,0.978190467,1.059289139,0.858931123,1.087140062,0.940326605,0.970899924,0.2691457,41.16865316,105.94,-0.396794013,0.182819357,0.94804557,1.335495867,-0.057948402
boat_1,guitar_5,1.254255794,0.895162705,0.994165432,1.009070739,1.205315628,0.96303694,1.246115884,1.161451665,1.179299128,1.091167192,1.028134981,0.847326958,0.31137425,43.25801649,108.19,1.442969418,0.976982889,1.667042402,1.52196853,0.043208559
boat_1,lamp_1,1.262910215,1.125404238,0.935554713,1.094117615,1.198793641,0.999099845,1.21886574,1.317230829,1.197644009,1.160357458,1.120047115,1.122603014,0.25086653,37.761661,120.85,1.500728823,2.187937004,0.636818561,1.031426732,0.612385063
boat_1,lamp_2,0.914510629,1.164044792,1.146281789,1.16272226,1.413413324,1.257819362,1.096115505,1.401632623,1.247679806,1.189588983,1.249984258,1.36139026,0.2963896,45.21959368,121.95,-0.82448191,2.844036941,1.411908947,1.697036464,0.661839578
boat_1,lamp_3,0.983213306,1.050812973,0.991446797,1.042464243,0.900050464,1.093027501,1.041635869,1.073285869,0.931788549,0.938359222,0.715807701,0.938423144,0.3093866,36.87245489,105.21,-0.365961842,0.291623367,1.633200036,0.952066369,-0.090768217
boat_1,lamp_4,1.075541516,1.07308058,1.09844416,1.068258787,1.200075489,1.122920011,1.158194482,1.18772932,1.066240111,1.011368789,1.068343864,1.05940407,0.2858258,50.01865041,137.3,0.250234484,1.181253047,1.232046301,2.125345353,1.351954849
boat_1,lamp_5,1.101717508,1.029609504,1.15068759,1.088843373,1.363576906,1.27568836,0.991612421,1.189709242,1.165828947,1.245663588,1.355761627,1.238805536,0.3037124,45.77911201,110.67,0.424932446,1.196644032,1.536589288,1.746972668,0.15470601
boat_2,boat_3,0.901655332,1.088129096,1.110861896,1.161774985,0.979872326,1.185472366,0.925507948,1.096973184,1.054510066,1.011593756,0.812337958,1.173408067,0.1359429,10.87846052,80.127,-0.910277863,0.475757438,-1.319908012,-1.367860127,-1.218466025
boat_2,boat_4,1.013074145,1.104027095,1.131875701,0.974980087,1.118289597,1.094487313,0.894987852,1.083786799,0.96273531,0.989092778,1.289826458,1.05394149,0.1499765,8.772416352,91.945,-0.166671297,0.373252669,-1.080967439,-1.55582153,-0.687144704
boat_2,boat_5,0.951839422,1.041512792,1.069925477,1.074341951,0.987350861,1.189731279,0.862007042,0.946107883,1.117353607,1.047501547,1.22355157,1.118627078,0.1416497,12.33506807,89.076,-0.575350414,-0.696998612,-1.222742206,-1.237860004,-0.816131069
boat_2,camera_1,1.054605879,0.926026574,1.064345634,0.989506566,0.734890876,0.59402337,1.153308149,0.954984551,0.884783799,0.83147267,0.850632297,0.684369541,0.1977796,40.71365915,137.38,0.110510529,-0.62799556,-0.267056531,1.294888308,1.355551541
boat_2,camera_2,0.938296616,0.79266608,1.020678849,0.939452383,0.985564748,1.046517892,0.945894146,1.007514909,0.885076319,0.898861353,0.853505633,0.73392606,0.1882281,30.49727949,96.62,-0.665734786,-0.21964921,-0.429683433,0.383091162,-0.476963017
boat_2,camera_3,1.123718405,1.142032385,1.212958734,1.050796962,1.183164393,0.952575218,1.114643912,1.170904887,1.145891743,1.223129855,1.045398857,0.954917603,0.2078978,27.06087199,92.166,0.57176592,1.050467801,-0.094780814,0.076396751,-0.677208842
boat_2,camera_4,1.016402733,1.386383231,1.428802497,1.317074872,1.063544951,1.312701537,1.073929657,1.24855984,1.016690701,1.141392798,1.402078008,1.104614924,0.25041676,29.54832728,90.254,-0.144456378,1.654120962,0.629160633,0.298398547,-0.76316978
boat_2,camera_5,0.987325573,1.049340444,0.967397942,1.093353347,0.984750153,1.129146744,0.945729686,1.16929127,1.211085997,0.966479071,1.179188635,1.064973816,0.23326874,18.64463545,116.88,-0.338516668,1.0379243,0.337192946,-0.674740218,0.433899224
boat_2,car_1,0.898878833,1.019557073,1.017111192,0.855441721,1.036818963,0.931257804,0.950725704,0.999074123,0.833024662,1.060773284,1.229626062,1.180362518,0.18834555,17.28889057,104.4,-0.928808153,-0.285263919,-0.427683691,-0.795738493,-0.127184723
boat_2,car_2,0.961487857,1.075456653,1.081013276,1.177017254,1.072867784,1.228180093,0.943794174,1.033471442,1.138543493,1.072050491,0.850471032,0.874553436,0.1929936,19.34747826,93.79,-0.510956983,-0.017875303,-0.348544502,-0.612012512,-0.604195995
boat_2,car_3,0.937478577,1.156633339,0.910484605,0.9317524,0.784920271,0.946237863,0.947859274,0.898452096,0.898552632,1.142709034,0.699968152,0.737768335,0.1834563,18.71273879,124.72,-0.67119436,-1.067452335,-0.510929629,-0.668662094,0.786375037
boat_2,car_4,1.125317257,0.962827313,1.022198823,0.896061855,1.153584886,1.061711996,0.989774549,0.987714424,0.940034644,1.033367731,1.118185775,1.396254985,0.17093617,12.72286301,98.353,0.582436621,-0.373568888,-0.724101377,-1.203249865,-0.399049677
boat_2,car_5,1.341706373,1.141678986,1.195407682,1.176509404,1.197939414,1.387720518,1.027633503,1.183426653,1.170737745,1.017561038,1.037212788,1.049032327,0.17977107,14.87525314,127.31,2.026612548,1.147806133,-0.573675537,-1.011152151,0.90281794
boat_2,guitar_1,1.140321174,0.846225412,1.147512518,1.020652593,0.97271117,1.047767237,1.232832095,1.14016805,0.995805706,1.098583228,1.242471528,1.096736042,0.2138969,32.36502166,89.769,0.682572414,0.811534055,0.007361787,0.549784456,-0.784974725
boat_2,guitar_2,1.058179464,1.039648041,1.052377269,1.102568922,1.118754711,0.949779192,1.150566238,0.92177755,1.043216906,0.964076817,1.007273723,0.923433929,0.2143407,36.59367847,87.947,0.134360553,-0.886131202,0.014918068,0.927185976,-0.866889385
boat_2,guitar_3,0.959313056,0.824326289,0.65209997,0.863048815,1.192996215,1.19284901,0.992456595,1.029273167,1.101662504,1.061042231,1.002204455,0.983271894,0.2147645,35.91537263,93.047,-0.525471555,-0.050510723,0.022133822,0.866648158,-0.637600272
boat_2,guitar_4,1.057855703,1.265104003,1.019831679,1.128868393,1.039267018,0.967315269,1.046385446,1.30431314,1.216188731,1.109348952,1.073782268,1.237577422,0.19107515,37.37327589,92.289,0.132199779,2.087520952,-0.381208646,0.996763921,-0.671678928
boat_2,guitar_5,1.069921483,0.974240488,0.979632168,1.021204282,1.071761461,1.111808668,0.998112984,1.075720989,1.06703904,0.823773603,0.674799584,1.210219136,0.20876426,37.71138025,95.398,0.212726514,0.310552847,-0.080028188,1.026939247,-0.531902487
boat_2,lamp_1,0.957611579,0.914596527,1.179136153,0.999351907,1.233510354,1.041488865,1.160266464,1.023782654,0.986080976,1.156591243,1.252880801,1.289026403,0.1942874,31.57607838,112.21,-0.536827173,-0.093191394,-0.326515848,0.479372407,0.223942331
boat_2,lamp_2,1.014817493,1.147192282,0.92536429,0.753615008,0.728740113,0.861833171,0.946774951,0.82113229,0.68690235,0.940406617,0.997918087,0.658677079,0.18870044,43.8354592,119.88,-0.155036233,-1.668500221,-0.42164122,1.573504458,0.568775173
boat_2,lamp_3,0.910270748,1.138036127,1.039889229,0.804913321,0.865941123,0.786844604,0.967930138,0.834588502,1.017203223,1.063249537,0.668160877,0.740610449,0.2140195,36.34840404,106.65,-0.852778777,-1.563897944,0.009449214,0.905295587,-0.026027761
boat_2,lamp_4,1.091675869,0.961266013,0.821982895,1.076395595,0.949915374,0.999076485,1.176172323,1.241079375,1.096924203,1.189333889,0.971745554,1.273475832,0.2109868,45.70839787,128.91,0.35791478,1.595971338,-0.042186509,1.740661533,0.974751779
boat_2,lamp_5,1.131386176,0.944032065,0.743105109,0.988654792,1.115052687,0.892149559,1.079980049,1.149883667,1.013024745,1.051595567,0.921300471,1.027085122,0.19565475,42.2332551,108.52,0.622940446,0.887058702,-0.303234908,1.430510054,0.058044914
boat_3,boat_4,0.946159299,1.12547724,1.041550002,1.041622894,0.96035689,1.148927206,0.979464969,0.898744617,1.000680921,0.838993541,1.01295462,0.832331353,0.1514884,9.446072352,80.147,-0.613259423,-1.065178414,-1.055225345,-1.495698704,-1.217566852
boat_3,boat_5,0.819224586,1.085758038,1.08263416,0.956046216,1.136370604,0.919500599,0.659757983,0.994748784,1.18543906,1.224902745,1.391649652,0.886591197,0.20460224,14.2223764,104.41,-1.460418745,-0.318887074,-0.150892075,-1.069420459,-0.126735136
boat_3,camera_1,1.108007118,1.204811375,1.258079335,1.115288683,0.934313941,1.324438299,1.15931276,1.142366964,1.158404436,0.968983232,1.20348825,1.101308014,0.1493009,36.94057738,141.85,0.466909156,0.82862738,-1.092470421,0.958146203,1.556516705
boat_3,camera_2,0.802114605,1.201462335,0.956938914,1.028875929,0.972256501,1.056081355,0.937413682,1.054818117,1.010289557,1.152199257,0.855305266,1.172034017,0.19149005,25.33897088,85.467,-1.57461036,0.14806373,-0.374144426,-0.077280439,-0.978386836
boat_3,camera_3,1.053124886,1.053548139,1.130419127,1.009602808,1.146790001,1.246382842,0.943721573,1.043711256,0.952408156,0.993400421,1.075370088,1.070208607,0.2549877,22.9827378,79.521,0.100626417,0.061724205,0.706986923,-0.287570842,-1.245710966
boat_3,camera_4,1.078286123,0.929678047,0.997387429,0.917566692,1.164600319,1.019073633,0.820793539,0.957744316,0.962243468,1.142464727,1.230213006,1.211598513,0.2278454,26.51235068,91.126,0.268551927,-0.606542442,0.24485342,0.027442015,-0.723965838
boat_3,camera_5,0.934786162,1.020768407,1.154413875,0.941368813,0.932440657,0.693102566,0.846043085,0.959986171,0.817250477,0.866068808,0.751714723,0.66053566,0.25344276,21.8465302,126.9,-0.689163475,-0.589115314,0.680682279,-0.388975731,0.884384893
boat_3,car_1,1.122364526,0.906679579,1.033206906,1.066123077,1.136813364,1.229109984,1.073044407,0.815178559,1.272354971,1.077373114,1.017272449,1.1080926,0.19193983,17.78981723,119.71,0.562730163,-1.714781732,-0.366486327,-0.751031511,0.561132203
boat_3,car_2,1.013349565,1.117553649,1.053040411,0.953592537,1.146675509,0.927338322,1.160843067,1.157197735,1.177383226,1.173927267,1.302370267,1.333258353,0.15618205,16.27780659,66.722,-0.164833151,0.943914834,-0.975309755,-0.885976279,-1.821136723
boat_3,car_3,1.002919507,1.053859653,1.00420502,0.886062836,1.037237763,0.956767459,1.174875335,1.03423463,0.986806706,1.020952115,1.122326735,1.170224611,0.2046521,16.78363864,111.15,-0.234443115,-0.011942638,-0.150043142,-0.840831499,0.176286162
boat_3,car_4,1.233079799,1.070480382,1.060167897,1.024906173,1.249579128,0.982127243,1.167338611,1.073332605,1.016351045,1.116178603,0.989935432,0.945413364,0.14171016,10.8758567,65.332,1.30164132,0.291986671,-1.221712794,-1.368092514,-1.883629246
boat_3,car_5,1.175314767,1.039378347,0.941518926,1.013630648,1.045621032,0.828161428,1.03605832,1.065407995,1.1139963,1.352019632,1.35969696,1.16355404,0.2086752,13.93151435,110.1,0.91611884,0.230384472,-0.081544552,-1.095379477,0.12907958
boat_3,guitar_1,1.246202763,1.109127996,1.015081936,1.069547315,0.954729658,1.089643073,1.03144886,0.931656656,1.107855186,1.045933661,1.192188501,1.277035205,0.2594344,43.61238686,86.317,1.389223677,-0.809335668,0.782697863,1.553595574,-0.940171984
boat_3,guitar_2,1.023994256,1.127740077,0.982758032,1.103801107,0.805797921,0.925918589,1.148589138,1.194269018,0.974146597,0.989266772,1.246757108,1.247264403,0.27537906,47.0043931,82.578,-0.09379073,1.232089591,1.054176756,1.856327237,-1.108272374
boat_3,guitar_3,1.093981098,0.97404293,0.907490745,1.067448001,0.773192732,0.646914948,1.049867305,1.043368889,0.907170575,1.127422642,0.7342679,0.740650097,0.2549039,48.46894471,86.813,0.373299825,0.059062805,0.705560117,1.987036355,-0.917872493
boat_3,guitar_4,1.295156369,0.893022733,1.084960464,1.00382727,0.997695205,1.234109088,1.206320341,1.14419874,1.210055612,1.258465894,0.996946298,1.296810045,0.25462157,48.35939652,89.039,1.715938904,0.842866747,0.700753076,1.977259338,-0.817794539
boat_3,guitar_5,1.115701229,1.168736758,0.943868518,1.016863702,0.843945831,0.910167284,1.22787655,0.990926492,0.896564435,0.987303504,0.662208275,0.634636756,0.26290673,49.49408514,90.598,0.518259474,-0.348599779,0.841818866,2.07852866,-0.747704005
boat_3,lamp_1,1.191783717,0.942844093,1.012069737,1.285989235,1.115244225,1.190029913,1.101748302,1.271295986,0.999800548,1.033847777,1.283508879,1.036210668,0.242652,42.61747846,105.77,1.026032229,1.830861091,0.496955339,1.464801435,-0.065591373
boat_3,lamp_2,0.936664109,0.992910364,1.136389068,1.151926802,0.966295806,0.972895291,1.144422184,0.990473205,1.044268406,0.941545891,0.858295074,0.988285369,0.2512741,47.62033539,108.36,-0.6766301,-0.352123419,0.643757978,1.911299198,0.05085153
boat_3,lamp_3,0.971140051,1.069315822,1.097515678,1.190559091,1.204787725,1.248784058,0.945201982,1.118545923,1.098734777,0.837720838,0.701540095,1.108780335,0.2558326,43.06441355,107.41,-0.446538465,0.643453787,0.721372461,1.504689747,0.008140813
boat_3,lamp_4,0.991386717,0.751374504,1.028053021,0.976160272,1.148953239,0.921989654,1.184059831,1.024740674,0.994496462,1.076377277,0.846267997,1.026927193,0.27328086,54.29048611,121.38,-0.311412687,-0.085744197,1.01845213,2.506600527,0.636213148
boat_3,lamp_5,0.994924113,1.089014719,0.873600275,0.850050931,0.92985987,1.0430679,1.252296642,1.072502983,1.167135809,1.148062221,0.935042722,0.829303373,0.2228666,47.3792618,90.088,-0.287804189,0.285537579,0.160082775,1.889783728,-0.770632916
boat_4,boat_5,0.974619686,0.766306277,0.739744119,1.039437854,0.809010827,0.932801902,1.114910916,0.9731779,0.891828554,0.885779603,0.877725806,0.859785577,0.15994906,12.95983654,98.77,-0.423315462,-0.486569003,-0.911171435,-1.18210032,-0.38030192
boat_4,camera_1,1.042983268,1.104439779,1.018396292,1.246848591,0.819352773,0.975726277,1.146586512,1.179964315,1.215649019,1.152010953,1.113818344,1.073548081,0.1733567,33.71454721,136.74,0.032941494,1.120891543,-0.682888657,0.670227665,1.326778005
boat_4,camera_2,0.908886806,0.993544431,0.982014823,0.951882328,1.229795543,0.938609073,0.817393468,0.824553381,0.9010121,0.986978864,1.002652139,0.954354873,0.15497476,24.62742805,93.254,-0.862015174,-1.641906265,-0.995865462,-0.14078461,-0.628293831
boat_4,camera_3,1.079177785,1.122518823,1.044025601,0.966491131,0.96202633,0.954896722,1.112378454,1.05818407,0.902482785,1.072691138,1.021771622,1.078959096,0.2018779,22.41894758,94.998,0.274502859,0.174229069,-0.197277561,-0.337888306,-0.549885946
boat_4,camera_4,0.864482691,0.860528313,0.947385884,0.990646061,1.015242901,1.175790999,0.822408995,0.827417874,0.92118122,1.13250852,0.786002845,1.03054751,0.156253,24.66615064,104.73,-1.158367205,-1.619639041,-0.974101737,-0.137328675,-0.112348368
boat_4,camera_5,1.145321608,1.000407435,1.087502309,1.2499852,0.963404693,1.153665006,1.110177091,1.111775099,1.209480183,1.108199629,0.926631779,0.99657702,0.16604847,18.74042841,113.54,0.715945195,0.590820578,-0.807320924,-0.666190835,0.283737335
boat_4,car_1,1.071647353,1.03752626,1.042468894,0.929965603,0.893333603,0.893983932,0.96261028,0.930041039,1.042592177,1.035337983,1.005392509,1.042939129,0.1861002,17.69361798,123.32,0.224244931,-0.821894717,-0.46591374,-0.759617156,0.723432928
boat_4,car_2,0.992555888,0.998605142,1.111091675,1.021186994,1.036233627,1.248977293,0.927859874,0.962924368,1.013038527,0.897275515,1.032167578,1.157202677,0.20500374,15.54826336,89.295,-0.303609667,-0.566275149,-0.144056007,-0.95108696,-0.806285125
boat_4,car_3,0.774725697,1.067463951,1.069319983,0.957779598,0.848662098,1.152708913,1.140070546,1.047625911,0.937297059,1.063202052,0.835537922,1.16179822,0.1646846,13.97333708,121.16,-1.757403295,0.092154896,-0.830542612,-1.091646859,0.626322245
boat_4,car_4,0.893582925,1.027670401,0.978000284,1.055924334,1.090861637,1.021494921,0.95778812,0.90854066,0.891853264,0.915685235,0.77332769,0.845198613,0.12361854,12.62974399,87.342,-0.96415292,-0.989028573,-1.529746517,-1.211560603,-0.894089368
boat_4,car_5,0.982787309,1.041618001,1.00696517,1.043021347,1.297917609,1.230241199,0.933571305,0.954631304,0.946385153,1.104966698,0.932303979,1.098191181,0.1957423,12.2935727,120.37,-0.368804936,-0.630741537,-0.301744254,-1.241563406,0.590804911
boat_4,guitar_1,1.161362118,0.922799461,0.959659496,0.928719522,0.841552743,0.877455181,1.033644511,1.056683509,1.026804473,0.949834391,0.969340028,1.143804557,0.29055953,32.77051571,92.641,0.822999185,0.162564412,1.312644306,0.585974215,-0.655853483
boat_4,guitar_2,0.972419579,1.070330909,1.128221746,1.025295606,1.102934869,1.087602179,1.12562865,1.15450219,1.24658519,1.028863971,1.30296481,1.234860529,0.2528662,35.84186207,90.188,-0.437998925,0.922960932,0.670865583,0.860087447,-0.766137051
boat_4,guitar_3,1.007974988,1.090616571,1.10467389,0.944731408,1.043607463,1.123263949,0.97724496,1.058753168,0.920589147,1.249795501,0.968205966,1.078857032,0.24239963,34.55100374,93.403,-0.200702952,0.17865297,0.492658407,0.744880203,-0.621594992
boat_4,guitar_4,1.254804778,0.998498681,0.979608568,0.918670224,0.928460836,1.047065097,1.151846034,1.170526169,1.151793408,1.016156712,1.233505709,1.298129678,0.2541831,36.88987183,96.228,1.446633325,1.047523825,0.693287545,0.953620806,-0.494586807
boat_4,guitar_5,1.138484898,1.057060085,1.173437006,1.079387707,1.037608395,0.925064282,1.241075996,1.206652642,1.135366798,1.160943402,1.13031512,0.901496563,0.29769206,37.66834055,95.409,0.670317151,1.328354072,1.434085048,1.023098016,-0.531407941
boat_4,lamp_1,1.027762692,1.269049759,1.148149907,1.142293982,0.887439498,0.70666737,0.906065604,1.042763857,1.129682757,1.066091061,0.941128101,0.983276738,0.2080268,29.76657164,107.05,-0.068640276,0.05435957,-0.092584418,0.317876541,-0.008044301
boat_4,lamp_2,1.280730936,1.14552948,1.18158905,1.047968149,1.030053046,1.33998764,1.310456444,1.190838169,1.105435647,1.134732703,0.890228142,0.970309557,0.2657621,38.99394323,117.45,1.6196639,1.205419781,0.890435312,1.141406143,0.459525655
boat_4,lamp_3,1.13539773,1.069349816,1.052782932,1.039912751,1.009851787,0.910877317,0.945876342,1.098176526,1.027620557,1.029738112,1.326205457,1.094776702,0.21096075,36.1918242,103.69,0.649713464,0.485111654,-0.042630045,0.891321062,-0.159105364
boat_4,lamp_4,1.140489867,1.361633295,1.215077209,1.244386889,1.403106218,1.227631419,1.141616124,1.258341078,1.212671158,1.232715755,1.100854169,1.093542068,0.25414073,44.11075188,134.02,0.683698268,1.730155716,0.69256614,1.598073933,1.204490479
boat_4,lamp_5,0.983384115,0.837120122,1.02328428,0.957256177,1.192561512,1.003617552,1.119321689,0.958563656,0.995930907,0.999511825,1.21084096,0.804695145,0.24522525,38.23192178,103.28,-0.364821867,-0.600173278,0.540768319,1.073396828,-0.17753841
boat_5,camera_1,1.320294667,1.145135937,1.147357519,1.127609121,1.150323701,1.37954205,1.180003257,1.218031562,1.232060322,1.210309845,1.045043218,1.260771794,0.20168835,30.41018952,145.45,1.88371132,1.416808456,-0.2005049,0.375318508,1.718367844
boat_5,camera_2,0.692863265,1.033812114,1.024784694,0.799536807,1.052857415,1.194926567,0.801952523,0.709477756,0.8020188,0.86591802,1.05446532,0.937466444,0.2019178,22.28707165,104,-2.303751262,-2.536450169,-0.196598211,-0.349658042,-0.145168183
boat_5,camera_3,1.089738196,0.979343535,1.051673202,1.105509154,1.076977059,1.177038363,0.988503575,1.029175621,1.1005106,0.982323838,0.982141468,1.332863367,0.21108335,22.57199947,106.32,0.344982796,-0.051269,-0.040542618,-0.324228646,-0.040864116
boat_5,camera_4,0.938080425,1.015561154,1.051718749,0.925678998,1.006826851,0.871872625,1.043289937,1.245106707,1.132215199,0.983842867,0.558648463,0.900305369,0.25631267,24.3893671,122.25,-0.66717764,1.627277927,0.729546287,-0.162031207,0.675327173
boat_5,camera_5,1.085218099,1.035938254,0.861838823,1.021280464,1.055079678,0.851581589,0.997289269,0.912393276,1.088933681,1.081680218,0.971355371,0.723017691,0.2142681,16.05136578,119.45,0.314815774,-0.959080144,0.013681957,-0.906185795,0.549442954
boat_5,car_1,1.310988056,1.130560382,0.981452808,1.230166246,1.119470438,1.110191599,1.263610509,1.204834236,1.070873077,1.188413345,1.038884301,1.057719078,0.2430803,17.85901163,119.06,1.821599215,1.314218637,0.504247712,-0.744856011,0.53190908
boat_5,car_2,1.131696758,1.083001498,1.15742208,0.977214619,0.98007849,1.077883238,0.948614985,1.01892664,0.876074227,0.951122816,0.81023623,1.169314024,0.2468061,19.06517286,112.76,0.625013263,-0.130939768,0.567684378,-0.637207861,0.248669588
boat_5,car_3,1.086097136,1.169859076,1.117864809,1.029832188,1.165971836,0.938155195,1.236573719,1.099012916,1.202260085,1.107604902,0.904963119,1.141685812,0.22995496,18.22086052,134.6,0.320682446,0.491613357,0.280771465,-0.712561519,1.230566495
boat_5,car_4,1.224805672,1.080259205,0.977306721,1.134150008,0.99661262,0.771576565,1.219220985,1.074124629,1.019862335,1.071227385,0.959312716,0.874581207,0.2027517,17.50284509,107.89,1.246419989,0.298143494,-0.182399962,-0.776643361,0.029720964
boat_5,car_5,0.845329101,1.214654771,1.186758525,0.925350369,1.16985931,1.040160252,0.860129517,0.894119936,0.836850639,0.8669674,0.631729961,1.001493346,0.2386783,15.87840958,134.03,-1.286197819,-1.101128514,0.429297849,-0.921621886,1.204940065
boat_5,guitar_1,1.190845053,0.870564305,0.877086287,0.940363999,0.842799348,0.791081597,1.12888478,0.993487061,1.009446573,0.989457497,0.868902586,0.822763347,0.24165356,28.32084457,112.82,1.019767608,-0.328695117,0.47995558,0.188847486,0.251367107
boat_5,guitar_2,1.07676021,1.022926811,0.902555312,1.045660469,1.096049171,1.004151232,1.087537664,1.012572581,1.030987736,0.83757752,1.030074305,1.249382871,0.22527397,31.31715535,113.48,0.258368019,-0.180333241,0.201071428,0.4562639,0.281039816
boat_5,guitar_3,0.968752064,0.971884984,1.07400303,1.032144331,1.174163122,0.884510249,1.006483834,0.876871114,0.956640206,0.904812716,1.02143326,1.133340784,0.22304624,30.18665658,109.11,-0.462475835,-1.235212761,0.163141383,0.355368516,0.084570517
boat_5,guitar_4,1.097155875,0.891864061,0.862607622,0.905071777,0.88351913,0.987982753,1.085341577,0.964145862,0.878687979,0.832027414,1.16464404,1.103741679,0.21457326,32.53021427,118.88,0.394488213,-0.556779828,0.018877709,0.564527659,0.523816524
